circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,KAMALAPURI COLONY,NON-DOMESTIC AND COMMERCIAL,2,313,274.0,72141,1191.6
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,NAGARJUNA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,370,336.0,79132,1383.69
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,OLD YELLAREDDYGUDA,NON-DOMESTIC AND COMMERCIAL,2,131,86.0,20613,315.37
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,PANJAGUTTA,NON-DOMESTIC AND COMMERCIAL,2,198,158.0,21088,377.23
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,"SG NAGAR,BSNL,MARKET AREA",NON-DOMESTIC AND COMMERCIAL,2,480,223.0,128170,1174.48
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,SHALIVAHANA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,54,50.0,15261,210.5
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,SHALIVAHANA SBH NAVODAYA,NON-DOMESTIC AND COMMERCIAL,2,192,183.0,49735,669.65
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,HV ROAD NO 56 TO 68 & 10 TO 22,NON-DOMESTIC AND COMMERCIAL,2,378,299.0,822071,9433.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE BILLS  54 TO 60,NON-DOMESTIC AND COMMERCIAL,2,243,163.0,67068,1008.7
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE HILLS 36 TO 44 AND 44A,NON-DOMESTIC AND COMMERCIAL,2,193,80.0,32181,802.25
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE HILLS 45 TO 53,NON-DOMESTIC AND COMMERCIAL,2,141,73.0,25030,567.25
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE HILLS RD NO. 10 TO 15,NON-DOMESTIC AND COMMERCIAL,2,145,102.0,27542,547.46
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE HILLS RD NOS. 1 TO 9,NON-DOMESTIC AND COMMERCIAL,2,201,156.0,57776,897.3
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILEE HILLS RD NOS. 26 TO 35,NON-DOMESTIC AND COMMERCIAL,2,123,73.0,19989,552.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,SKD NAGAR,NON-DOMESTIC AND COMMERCIAL,2,73,62.0,15630,229.5
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,SRINAGAR APARTMENTS,NON-DOMESTIC AND COMMERCIAL,2,213,174.0,44069,853.46
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,SRINAGAR KESHAVNAGAR,NON-DOMESTIC AND COMMERCIAL,2,170,128.0,34799,617.8
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,STEEL & MINES,NON-DOMESTIC AND COMMERCIAL,2,5,4.0,1997,16.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,STREET LIGHTS,NON-DOMESTIC AND COMMERCIAL,2,7,6.0,1627,21.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,UPPER BASTI,NON-DOMESTIC AND COMMERCIAL,2,190,168.0,23267,432.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YELLA REDDY GUDA,WB. WADDAR BASTHI,NON-DOMESTIC AND COMMERCIAL,2,280,150.0,63946,590.89
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,"JUBILEE HILLS RD NOS.24,25,27",NON-DOMESTIC AND COMMERCIAL,2,56,34.0,16340,273.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,JUBILLE HILLS RD NO. 16 TO 22,NON-DOMESTIC AND COMMERCIAL,2,113,56.0,14078,415.2
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,KAKATEEYA HILLS,NON-DOMESTIC AND COMMERCIAL,2,192,177.0,53071,1032.14
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,MASTANNAGAR RD.NO.46,NON-DOMESTIC AND COMMERCIAL,2,41,37.0,5348,88.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,PRASHASAN NAGAR,NON-DOMESTIC AND COMMERCIAL,2,99,86.0,29268,356.01
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,STREET LIGHTS,NON-DOMESTIC AND COMMERCIAL,2,12,12.0,3229,22.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,(HARIJANA BASTI) SAI NAGAR,NON-DOMESTIC AND COMMERCIAL,2,284,217.0,71054,859.23
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"ARUNDHOYA,IMAGE GARDEN, HARIZA",NON-DOMESTIC AND COMMERCIAL,2,1388,762.0,1789622,22770.83
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,ARUNODAYA COLONY,NON-DOMESTIC AND COMMERCIAL,2,227,197.0,84659,1026.07
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,B-BLOCK-2,NON-DOMESTIC AND COMMERCIAL,2,151,139.0,17403,260.81
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,CT METERS & NET METERS,NON-DOMESTIC AND COMMERCIAL,2,77,74.0,229027,2233.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,F-BLOCK SK NAGAR,NON-DOMESTIC AND COMMERCIAL,2,303,299.0,65206,679.05
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,GAYATRI HILLS,NON-DOMESTIC AND COMMERCIAL,2,96,91.0,15980,196.66
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,GRC HIGH VALUES,NON-DOMESTIC AND COMMERCIAL,2,317,171.0,282398,3385.57
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,HYLAM COLONY,NON-DOMESTIC AND COMMERCIAL,2,108,107.0,20586,247.84
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,KRISHNA NAGAR C BLOCK,NON-DOMESTIC AND COMMERCIAL,2,172,151.0,25036,327.84
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,KRISHNANAGAR C BLOCK,NON-DOMESTIC AND COMMERCIAL,2,133,128.0,20725,185.48
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,LAXMI NARSIMHA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,87,75.0,10992,142.07
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,LAXMI NARSIMHA NAGAR-2,NON-DOMESTIC AND COMMERCIAL,2,15,13.0,818,24.61
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,COD TO MADHAPUR PS SIDE  GRC,NON-DOMESTIC AND COMMERCIAL,2,934,451.0,1153297,12523.84
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"CYBER TOWER AREA,PATRIKANAGAR",NON-DOMESTIC AND COMMERCIAL,2,1243,704.0,1778541,23291.56
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"IMAGE GARDEN LANE,JAIHIND ENCL",NON-DOMESTIC AND COMMERCIAL,2,433,297.0,106578,1842.5
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"JAYABHERI ENCLAVE, OFFI BESIDE",NON-DOMESTIC AND COMMERCIAL,2,519,396.0,731324,9860.29
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,KAVURI HILLS,NON-DOMESTIC AND COMMERCIAL,2,1159,769.0,1878538,24627.13
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"KAVURI HILLS(D-MART),AMAR COOP",NON-DOMESTIC AND COMMERCIAL,2,253,211.0,92678,1300.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,LN NAGAR MAZIDH,NON-DOMESTIC AND COMMERCIAL,2,56,53.0,4698,85.2
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,MARUTHI NAGAR,NON-DOMESTIC AND COMMERCIAL,2,95,94.0,13265,188.32
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,"MLA,MPS COLONY",NON-DOMESTIC AND COMMERCIAL,2,47,26.0,6669,230.38
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,POLICE  QUARTERS,NON-DOMESTIC AND COMMERCIAL,2,13,10.0,3422,28.08
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,POLICE QUARTERS,NON-DOMESTIC AND COMMERCIAL,2,29,17.0,12332,67.4
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,PRAGATHINAGAR-1,NON-DOMESTIC AND COMMERCIAL,2,201,184.0,50795,661.52
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,RAHAMATH NAGAR MAZIDH GALLI,NON-DOMESTIC AND COMMERCIAL,2,61,59.0,5234,107.82
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,RAHAMATHNAGAR--2,NON-DOMESTIC AND COMMERCIAL,2,129,122.0,16044,195.23
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,RAHAMATHNAGAR-1,NON-DOMESTIC AND COMMERCIAL,2,91,85.0,11572,131.4
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,RAHMANTHNAGAR (NORTH),NON-DOMESTIC AND COMMERCIAL,2,128,105.0,13316,204.46
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"KUMAR BASTI,NECTAR GARDEN",NON-DOMESTIC AND COMMERCIAL,2,280,186.0,78878,1158.24
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,MADHAPUR BASTI,NON-DOMESTIC AND COMMERCIAL,2,245,158.0,65519,722.97
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,MEGA HILLS-SAINAGAR ,NON-DOMESTIC AND COMMERCIAL,2,175,166.0,66125,624.28
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,MY HOMES APARTMENTS,NON-DOMESTIC AND COMMERCIAL,2,9,9.0,1969,58.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"PATRIKANAGAR,JUBILEE ENCLAVE",NON-DOMESTIC AND COMMERCIAL,2,356,224.0,82655,1658.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,SAI NAGAR MOHAN NAYAK TANDA,NON-DOMESTIC AND COMMERCIAL,2,58,51.0,22453,137.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,STREET LIGHT,NON-DOMESTIC AND COMMERCIAL,2,33,26.0,6567,145.0
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"VADARA BASTI,MEGHA,SRIRAM TANK",NON-DOMESTIC AND COMMERCIAL,2,350,255.0,92468,1309.57
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,S K NAGAR A-BLOCK,NON-DOMESTIC AND COMMERCIAL,2,126,106.0,9350,194.88
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,S.K.NAGAR & BARRELA PT,NON-DOMESTIC AND COMMERCIAL,2,154,135.0,26163,270.54
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,SANTOSHGIRI,NON-DOMESTIC AND COMMERCIAL,2,52,47.0,5943,89.99
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,SRAVANTHI NAGAR,NON-DOMESTIC AND COMMERCIAL,2,117,112.0,36952,333.12
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,SRI KRISHNA NAGAR-B BLOCK,NON-DOMESTIC AND COMMERCIAL,2,155,131.0,24324,424.01
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,SRIKRISHNA NAGAR-A BLOCK,NON-DOMESTIC AND COMMERCIAL,2,239,202.0,31424,400.07
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,STREET LIGHTS,NON-DOMESTIC AND COMMERCIAL,2,12,12.0,3376,25.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,TAHERVILLA,NON-DOMESTIC AND COMMERCIAL,2,72,69.0,21606,238.92
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,VENKATAGIRI,NON-DOMESTIC AND COMMERCIAL,2,132,106.0,18105,262.15
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,VENKATAGIRI-2,NON-DOMESTIC AND COMMERCIAL,2,137,116.0,23737,226.9
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,VINAYAK NAGAR,NON-DOMESTIC AND COMMERCIAL,2,335,217.0,155232,1533.59
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"VITTAL RAO NAGAR,GAFOORNAGAR",NON-DOMESTIC AND COMMERCIAL,2,278,232.0,130248,1406.5
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,YOUSUF GUDA BASTI,NON-DOMESTIC AND COMMERCIAL,2,158,117.0,26244,289.3
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,APARTMENT IN ARORA COLONY,NON-DOMESTIC AND COMMERCIAL,2,14,11.0,2268,65.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,DK BASTI MASJID &APARTMENTS,NON-DOMESTIC AND COMMERCIAL,2,35,31.0,4159,91.44
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,DWARAKAPURI COLONY,NON-DOMESTIC AND COMMERCIAL,2,169,142.0,53272,642.03
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,DWARAKAPURI COLONY APPT,NON-DOMESTIC AND COMMERCIAL,2,437,378.0,95940,2036.9
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,GOWRI SHANKAR COLONY NORTH,NON-DOMESTIC AND COMMERCIAL,2,89,80.0,13497,137.3
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,GOWRISHANKAR COLONY SOUTH,NON-DOMESTIC AND COMMERCIAL,2,64,44.0,5878,104.99
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,GURU BRHAMA NAGAR IBRAHIM NAGA,NON-DOMESTIC AND COMMERCIAL,2,44,40.0,3950,56.71
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,HINDI NAGAR,NON-DOMESTIC AND COMMERCIAL,2,64,53.0,10831,157.6
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,HV ROAD NO 2 AND 3,NON-DOMESTIC AND COMMERCIAL,2,910,814.0,1474896,21432.2
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,"HV ROAD NO 2,3,AND14",NON-DOMESTIC AND COMMERCIAL,2,473,370.0,706553,9602.13
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,"HV ROAD NO 7,8,9,10 AND 11",NON-DOMESTIC AND COMMERCIAL,2,896,732.0,1509017,20475.16
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,HV ROAD NO-4-5-6,NON-DOMESTIC AND COMMERCIAL,2,150,130.0,251167,3369.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,JOURNALIST .COLONY,NON-DOMESTIC AND COMMERCIAL,2,210,161.0,38120,826.8
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,KCR HOUSE  NANDI NAGAR,NON-DOMESTIC AND COMMERCIAL,2,137,116.0,18553,260.3
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,NAGARJUNA HILLS,NON-DOMESTIC AND COMMERCIAL,2,97,49.0,17960,412.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,NAGARJUNA HILLS AND PANJAGUTTA,NON-DOMESTIC AND COMMERCIAL,2,773,680.0,1174352,18369.5
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,NAIDU BASTHI,NON-DOMESTIC AND COMMERCIAL,2,40,39.0,3202,45.39
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,"NEW ZOHRANAGAR,RD 10,B.HILLS",NON-DOMESTIC AND COMMERCIAL,2,99,71.0,37141,375.88
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,NOOR NAGAR ,NON-DOMESTIC AND COMMERCIAL,2,280,274.0,61890,616.89
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,PANJAGUTTA POLICE QRTS.,NON-DOMESTIC AND COMMERCIAL,2,117,71.0,16791,313.76
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RD.14 AMRUTHA ENCLEVE APARTMET,NON-DOMESTIC AND COMMERCIAL,2,11,10.0,2795,48.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RD.14 POSH AREA@APARTMENTS,NON-DOMESTIC AND COMMERCIAL,2,132,104.0,35437,528.36
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RD.2 MAIN ROAD,NON-DOMESTIC AND COMMERCIAL,2,460,328.0,88836,1847.71
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RD.5 POSH AREA@APARTMENTS,NON-DOMESTIC AND COMMERCIAL,2,56,38.0,7009,214.61
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RD.NO.10 HANGING APT TO BHEMAS,NON-DOMESTIC AND COMMERCIAL,2,165,117.0,36925,723.7
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RDNO.10 TRIDENT APT TO MASQATI,NON-DOMESTIC AND COMMERCIAL,2,143,129.0,52089,691.1
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RDNO.4 LEFT SIDE SERVICES,NON-DOMESTIC AND COMMERCIAL,2,107,93.0,17242,291.52
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,RDNO.4 RIGHT SIDE SERVICES,NON-DOMESTIC AND COMMERCIAL,2,60,59.0,12510,258.76
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,ROAD NO. 11,NON-DOMESTIC AND COMMERCIAL,2,235,181.0,62079,1000.67
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,ROAD NO.1 BANJARA HILLS,NON-DOMESTIC AND COMMERCIAL,2,100,59.0,19403,357.38
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,ROAD NO.7 B HILLS SERVICES,NON-DOMESTIC AND COMMERCIAL,2,89,74.0,18883,332.1
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,ROAD.NO.5. D.K.BASTI ,NON-DOMESTIC AND COMMERCIAL,2,102,95.0,14726,139.32
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,ROAD.NO.8 & 9 B HILLS SERVICES,NON-DOMESTIC AND COMMERCIAL,2,52,50.0,24762,285.1
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,SHOWKATH NGR & KBR PARK LINE,NON-DOMESTIC AND COMMERCIAL,2,224,185.0,46132,711.69
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,SINGADI KUNTA  AL KAREEM HOTEL,NON-DOMESTIC AND COMMERCIAL,2,148,139.0,38722,283.12
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,SINGADI KUNTA [BANJARA BHAVAN],NON-DOMESTIC AND COMMERCIAL,2,102,78.0,25251,353.46
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,SRINIKETAN COLONY,NON-DOMESTIC AND COMMERCIAL,2,125,106.0,43357,516.92
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,STREET LIGHTS,NON-DOMESTIC AND COMMERCIAL,2,16,16.0,4089,26.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,SV.NAGAR E-VENUE APT&BEERAPPA ,NON-DOMESTIC AND COMMERCIAL,2,91,89.0,10961,134.68
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,SV.NAGAR SV.TEMPLE&CHURCH LANE,NON-DOMESTIC AND COMMERCIAL,2,62,56.0,6309,91.64
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,UBI COLONY,NON-DOMESTIC AND COMMERCIAL,2,206,166.0,47960,800.05
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,UDAY NAGAR NORTH,NON-DOMESTIC AND COMMERCIAL,2,108,100.0,9533,134.05
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,UDAY NAGAR SOUTH,NON-DOMESTIC AND COMMERCIAL,2,38,37.0,3404,50.3
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR," ROAD NO-13, B.HILLS",NON-DOMESTIC AND COMMERCIAL,2,112,89.0,25856,476.05
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,"AMBEDKAR NAGAR, BJR NAGAR",NON-DOMESTIC AND COMMERCIAL,2,78,67.0,5246,101.32
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,APARTMENTS SERVICES RD NO.12,NON-DOMESTIC AND COMMERCIAL,2,170,152.0,43841,755.6
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,BADRUKA&ITQ& ROCK ROOF APTS,NON-DOMESTIC AND COMMERCIAL,2,59,53.0,12934,263.4
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,BALREDDY NAGAR,NON-DOMESTIC AND COMMERCIAL,2,15,11.0,1481,21.37
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,"BJR NAGAR,PATEL NAGAR QUARTERS",NON-DOMESTIC AND COMMERCIAL,2,41,39.0,3930,50.83
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,"CHURCH GULLY,MLA COLONY,APOLO",NON-DOMESTIC AND COMMERCIAL,2,317,259.0,501061,7766.98
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,D.D.N - VINAYAK NAGAR,NON-DOMESTIC AND COMMERCIAL,2,75,75.0,8420,83.24
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,DURGA BHAVANI NAGAR,NON-DOMESTIC AND COMMERCIAL,2,102,76.0,9229,121.69
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,GOVT SERVICES,NON-DOMESTIC AND COMMERCIAL,2,30,25.0,15521,202.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,GRC HIGH VALUES RDNO-12&13 BAN,NON-DOMESTIC AND COMMERCIAL,2,865,679.0,1271691,20260.21
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,GRC-JUBILEE HILLS &FILM NAGAR ,NON-DOMESTIC AND COMMERCIAL,2,370,313.0,648544,8491.0
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,A G COLONY,NON-DOMESTIC AND COMMERCIAL,2,21,17.0,949,32.5
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,COUNCELLOR & VIDEO LANE,NON-DOMESTIC AND COMMERCIAL,2,96,82.0,6326,121.92
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,CT METERS-GRC,NON-DOMESTIC AND COMMERCIAL,2,204,184.0,387547,5798.64
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,GANDHI STATUE LANE,NON-DOMESTIC AND COMMERCIAL,2,41,41.0,5413,59.7
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,GRC - NON CT METERS,NON-DOMESTIC AND COMMERCIAL,2,481,269.0,389742,4576.46
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,JAWAHAR NAGAR SAIBABA TEMPEL,NON-DOMESTIC AND COMMERCIAL,2,153,147.0,17063,275.33
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,JAWAHARNAGAR,NON-DOMESTIC AND COMMERCIAL,2,87,77.0,7499,141.93
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,KALYAN NAGAR,NON-DOMESTIC AND COMMERCIAL,2,75,55.0,12423,210.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,GYANI JAIL SINGH NAGAR,NON-DOMESTIC AND COMMERCIAL,2,53,41.0,9352,76.44
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,"J HILLS, 71,72,73,74,75,76,77",NON-DOMESTIC AND COMMERCIAL,2,134,99.0,25785,575.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,"J HILLS,78,79,80,81,82",NON-DOMESTIC AND COMMERCIAL,2,159,128.0,44226,677.24
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,JOURNALIST A&B NANDAGIRI HILLS,NON-DOMESTIC AND COMMERCIAL,2,299,238.0,78262,1197.62
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,JUBILEE HILLS ROAD NO.92,NON-DOMESTIC AND COMMERCIAL,2,281,215.0,69034,1237.0
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,M L A COLONY,NON-DOMESTIC AND COMMERCIAL,2,123,94.0,23148,472.46
BANJARA HILLS,BANJARA HILLS,BANJARA HILLS,FILM NAGAR,M.G NAGAR,NON-DOMESTIC AND COMMERCIAL,2,13,10.0,578,14.76
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,KALYAN NAGAR APARTMENT,NON-DOMESTIC AND COMMERCIAL,2,84,66.0,8729,192.94
BANJARA HILLS,BANJARA HILLS,AMEERPET,SRI KRISHNA NAGAR,MADHRANAGAR A  C,NON-DOMESTIC AND COMMERCIAL,2,337,201.0,96467,1060.18
