circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load,units_per_service,service_utilization_ratio,avg_load_per_service,load_efficiency
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-I,LI B,NON-DOMESTIC AND COMMERCIAL,2,53,50.0,71423,763.87,1347.6037735849056,0.9433962264150944,14.412641509433962,93.50151203738857
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-I,LI C,NON-DOMESTIC AND COMMERCIAL,2,90,89.0,142829,1493.71,1586.9888888888888,0.9888888888888889,16.596777777777778,95.62030112940262
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-I,MRO OFFICE ROAD,NON-DOMESTIC AND COMMERCIAL,2,486,446.0,36426,443.72,74.95061728395062,0.9176954732510288,0.9130041152263375,82.09231046605967
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,THULJARAO PET,NON-DOMESTIC AND COMMERCIAL,2,7,6.0,103,8.24,14.714285714285714,0.8571428571428571,1.1771428571428573,12.5
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,UNDRU GONDA,NON-DOMESTIC AND COMMERCIAL,2,21,19.0,1753,34.19,83.47619047619048,0.9047619047619048,1.628095238095238,51.272301842644055
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,UNDRUGONDA,NON-DOMESTIC AND COMMERCIAL,2,3,2.0,2604,105.0,868.0,0.6666666666666666,35.0,24.8
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,VALLABHA PURAM,NON-DOMESTIC AND COMMERCIAL,2,68,56.0,26376,309.77,387.88235294117646,0.8235294117647058,4.5554411764705875,85.14704458146367
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,VALYA THANADA,NON-DOMESTIC AND COMMERCIAL,2,3,2.0,76,2.25,25.333333333333332,0.6666666666666666,0.75,33.77777777777778
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,VATTIKAMMAPAHAD,NON-DOMESTIC AND COMMERCIAL,2,6,4.0,9534,117.0,1589.0,0.6666666666666666,19.5,81.48717948717949
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,VATTIKHMMAMAPAHAD,NON-DOMESTIC AND COMMERCIAL,2,47,38.0,1743,52.57,37.08510638297872,0.8085106382978723,1.1185106382978725,33.15579227696405
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,KOMARBANDA,NON-DOMESTIC AND COMMERCIAL,2,121,101.0,33011,398.32,272.8181818181818,0.8347107438016529,3.291900826446281,82.87557742518578
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,KUCHIPUDI,NON-DOMESTIC AND COMMERCIAL,2,55,44.0,9657,87.02,175.5818181818182,0.8,1.5821818181818181,110.97448862330499
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,MANGAL THANDA,NON-DOMESTIC AND COMMERCIAL,2,16,13.0,537,21.51,33.5625,0.8125,1.344375,24.96513249651325
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,N B GUDEM R X ROAD,NON-DOMESTIC AND COMMERCIAL,2,159,150.0,26532,305.17,166.8679245283019,0.9433962264150944,1.919308176100629,86.94170462365238
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,NALLABANDAGUDEM  A,NON-DOMESTIC AND COMMERCIAL,2,106,76.0,13759,406.87,129.80188679245282,0.7169811320754716,3.8383962264150946,33.81669820827291
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,RAMDAS THANDA,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,60,1.0,60.0,1.0,1.0,60.0
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,RAMPURAM THANDA,NON-DOMESTIC AND COMMERCIAL,2,7,5.0,30,6.6,4.285714285714286,0.7142857142857143,0.9428571428571428,4.545454545454546
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,RAVIKUNTA THANDA,NON-DOMESTIC AND COMMERCIAL,2,3,3.0,154,2.24,51.333333333333336,1.0,0.7466666666666667,68.75
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,RAVIPAHAD,NON-DOMESTIC AND COMMERCIAL,2,42,32.0,1619,63.62,38.54761904761905,0.7619047619047619,1.5147619047619048,25.44797233574348
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,SARVARAM,NON-DOMESTIC AND COMMERCIAL,2,16,10.0,3768,28.62,235.5,0.625,1.78875,131.65618448637315
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-I,RAJIV NAGAR,NON-DOMESTIC AND COMMERCIAL,2,238,173.0,9629,252.72,40.45798319327731,0.726890756302521,1.0618487394957983,38.10145615701171
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-I,SRIRAM NAGAR,NON-DOMESTIC AND COMMERCIAL,2,427,419.0,41759,667.75,97.79625292740047,0.9812646370023419,1.5638173302107727,62.53687757394234
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-I,SURYAPET TOWN I,NON-DOMESTIC AND COMMERCIAL,2,25,0.0,0,218.08,0.0,0.0,8.7232,0.0
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-I,VANIJYA BHAVAN,NON-DOMESTIC AND COMMERCIAL,2,683,631.0,87589,1056.23,128.2415812591508,0.9238653001464129,1.5464568081991215,82.926067239143
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-I,VIDHYA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,730,675.0,100462,1152.04,137.61917808219178,0.9246575342465754,1.57813698630137,87.2035693205097
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,BASHYANAIK THANDA,NON-DOMESTIC AND COMMERCIAL,2,451,399.0,36770,782.32,81.529933481153,0.88470066518847,1.7346341463414636,47.00122711933735
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,CHANDRANNAKUNTA,NON-DOMESTIC AND COMMERCIAL,2,284,251.0,14352,305.03,50.53521126760563,0.8838028169014085,1.0740492957746477,47.05110972691211
SURYAPET,SURYAPET,SURYAPET RURAL,CHIVEMLA,UNKNOWN,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,3263,39.0,1631.5,1.0,19.5,83.66666666666667
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,ANAJIPUR,NON-DOMESTIC AND COMMERCIAL,2,50,41.0,5786,99.8,115.72,0.82,1.996,57.97595190380762
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,ANANTHARAM,NON-DOMESTIC AND COMMERCIAL,2,88,78.0,8144,124.43,92.54545454545455,0.8863636363636364,1.4139772727272728,65.45045407056176
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,ANNIREDDY GUDAM,NON-DOMESTIC AND COMMERCIAL,2,9,8.0,264,7.81,29.333333333333332,0.8888888888888888,0.8677777777777778,33.802816901408455
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,BAKTHALAPUR,NON-DOMESTIC AND COMMERCIAL,2,18,17.0,695,32.97,38.611111111111114,0.9444444444444444,1.8316666666666666,21.0797694874128
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,CHEEDALA,NON-DOMESTIC AND COMMERCIAL,2,7,5.0,8185,71.82,1169.2857142857142,0.7142857142857143,10.26,113.96546922862713
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,R L THANDA,NON-DOMESTIC AND COMMERCIAL,2,16,12.0,614,15.78,38.375,0.75,0.98625,38.91001267427123
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,RAMALAXMIPURAM,NON-DOMESTIC AND COMMERCIAL,2,29,25.0,2446,36.6,84.34482758620689,0.8620689655172413,1.2620689655172415,66.83060109289617
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,REDLAKUNTA,NON-DOMESTIC AND COMMERCIAL,2,59,46.0,8687,100.36,147.23728813559322,0.7796610169491526,1.7010169491525424,86.55838979673176
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,S V PURAM,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,94,1.0,94.0,1.0,1.0,94.0
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,THAMMARA,NON-DOMESTIC AND COMMERCIAL,2,273,222.0,76631,975.15,280.6996336996337,0.8131868131868132,3.5719780219780217,78.58380761934062
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,THOGARRAI,NON-DOMESTIC AND COMMERCIAL,2,95,93.0,10745,152.16,113.10526315789474,0.9789473684210527,1.6016842105263158,70.6164563617245
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,SIRIKONDA,NON-DOMESTIC AND COMMERCIAL,2,76,62.0,7748,145.53,101.94736842105263,0.8157894736842105,1.9148684210526317,53.23988181131038
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,THUMMAGUDEM,NON-DOMESTIC AND COMMERCIAL,2,11,10.0,768,13.16,69.81818181818181,0.9090909090909091,1.1963636363636363,58.358662613981764
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,THUMMALAPALLI,NON-DOMESTIC AND COMMERCIAL,2,20,18.0,986,24.55,49.3,0.9,1.2275,40.16293279022403
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,URLUGONDA,NON-DOMESTIC AND COMMERCIAL,2,89,83.0,12825,141.2,144.1011235955056,0.9325842696629213,1.5865168539325842,90.828611898017
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,VIBALAPURAM,NON-DOMESTIC AND COMMERCIAL,2,2,1.0,51,5.0,25.5,0.5,2.5,10.2
SURYAPET,HUZURNAGAR,MUNAGALA,MOTHY,VIBHALAPURAM,NON-DOMESTIC AND COMMERCIAL,2,28,23.0,2549,48.28,91.03571428571429,0.8214285714285714,1.7242857142857144,52.79618889809445
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,AKUPAMLA,NON-DOMESTIC AND COMMERCIAL,2,99,80.0,30041,393.31,303.44444444444446,0.8080808080808081,3.972828282828283,76.37995474307797
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,CT METER,NON-DOMESTIC AND COMMERCIAL,2,143,92.0,259874,3098.94,1817.3006993006993,0.6433566433566433,21.670909090909092,83.85899694734329
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,LI 1,NON-DOMESTIC AND COMMERCIAL,2,40,36.0,27343,322.6,683.575,0.9,8.065000000000001,84.75821450712957
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,LI 2,NON-DOMESTIC AND COMMERCIAL,2,152,145.0,123573,1258.87,812.9802631578947,0.9539473684210527,8.28203947368421,98.16184355811164
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,NIRMAL HOSPITAL ROAD,NON-DOMESTIC AND COMMERCIAL,2,670,659.0,82263,1161.11,122.78059701492538,0.9835820895522388,1.7329999999999999,70.84858454410005
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,OLD MARKET,NON-DOMESTIC AND COMMERCIAL,2,1487,1109.0,88033,1362.78,59.201748486886345,0.7457969065232011,0.916462676529926,64.59810094072411
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,SADDDALACHERUVU,NON-DOMESTIC AND COMMERCIAL,2,237,203.0,26392,300.86,111.35864978902954,0.8565400843881856,1.269451476793249,87.72186398989562
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,CHEEDELA,NON-DOMESTIC AND COMMERCIAL,2,76,72.0,2924,81.76,38.473684210526315,0.9473684210526315,1.0757894736842106,35.76320939334638
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,DHARMAPUR,NON-DOMESTIC AND COMMERCIAL,2,33,31.0,2531,34.64,76.6969696969697,0.9393939393939394,1.0496969696969698,73.06581986143188
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,DHARMAPURAM,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,324,16.0,324.0,1.0,16.0,20.25
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,DHOOPAHAD,NON-DOMESTIC AND COMMERCIAL,2,3,3.0,3358,36.0,1119.3333333333333,1.0,12.0,93.27777777777777
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,DHOOPHAD,NON-DOMESTIC AND COMMERCIAL,2,64,55.0,2866,72.37,44.78125,0.859375,1.13078125,39.602045046289895
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,DOSAPHAD,NON-DOMESTIC AND COMMERCIAL,2,25,22.0,1006,25.56,40.24,0.88,1.0224,39.358372456964005
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,DUBBA THANDA,NON-DOMESTIC AND COMMERCIAL,2,7,5.0,185,12.48,26.428571428571427,0.7142857142857143,1.782857142857143,14.823717948717949
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,YERRAVARAM,NON-DOMESTIC AND COMMERCIAL,2,40,38.0,6576,73.98,164.4,0.95,1.8495000000000001,88.88888888888889
SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,RTC BUS STAND BACK SIDE AREA,NON-DOMESTIC AND COMMERCIAL,2,299,276.0,46346,596.59,155.00334448160535,0.9230769230769231,1.995284280936455,77.68484218642618
SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,33/11KV SS OUTDOOR BACK SIDE A,NON-DOMESTIC AND COMMERCIAL,2,294,278.0,42831,505.54,145.68367346938774,0.9455782312925171,1.7195238095238097,84.72326621038889
SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,AZAD NAGAR,NON-DOMESTIC AND COMMERCIAL,2,631,602.0,93042,1483.67,147.45166402535656,0.9540412044374009,2.351299524564184,62.71071060276207
SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,BALAJI NAGAR,NON-DOMESTIC AND COMMERCIAL,2,289,262.0,80103,832.17,277.1730103806228,0.9065743944636678,2.8794809688581315,96.25797613468403
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,BARAKATGUDEM,NON-DOMESTIC AND COMMERCIAL,2,106,95.0,20633,267.52,194.6509433962264,0.8962264150943396,2.52377358490566,77.12694377990431
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,GANAPAVARAM,NON-DOMESTIC AND COMMERCIAL,2,26,20.0,5125,51.51,197.1153846153846,0.7692307692307693,1.981153846153846,99.49524364201126
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,JAGANNATHA PURAM,NON-DOMESTIC AND COMMERCIAL,2,12,12.0,205,14.5,17.083333333333332,1.0,1.2083333333333333,14.137931034482758
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,KALAKOVA,NON-DOMESTIC AND COMMERCIAL,2,55,47.0,4360,85.3,79.27272727272727,0.8545454545454545,1.5509090909090908,51.113716295427906
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,KODANDARAMPURAM,NON-DOMESTIC AND COMMERCIAL,2,10,9.0,714,10.86,71.4,0.9,1.0859999999999999,65.74585635359117
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,KOKKIRENI,NON-DOMESTIC AND COMMERCIAL,2,25,22.0,8222,66.52,328.88,0.88,2.6608,123.6019242333133
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,SAI BABA TEMPLE AREA,NON-DOMESTIC AND COMMERCIAL,2,323,266.0,33296,506.79,103.08359133126935,0.8235294117647058,1.5690092879256967,65.6997967599992
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,SEETHARAMPURAM,NON-DOMESTIC AND COMMERCIAL,2,177,164.0,8575,273.94,48.44632768361582,0.9265536723163842,1.547683615819209,31.30247499452435
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,SURYAPET TOWN-II,NON-DOMESTIC AND COMMERCIAL,2,1,0.0,0,3.73,0.0,0.0,3.73,0.0
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,SURYAPET(II),NON-DOMESTIC AND COMMERCIAL,2,166,0.0,0,55.14,0.0,0.0,0.3321686746987952,0.0
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,TALLAGADDA,NON-DOMESTIC AND COMMERCIAL,2,344,316.0,39401,527.16,114.53779069767442,0.9186046511627907,1.5324418604651162,74.74201380984901
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,VT COLONY,NON-DOMESTIC AND COMMERCIAL,2,602,556.0,79255,1072.73,131.65282392026577,0.9235880398671097,1.7819435215946844,73.88159182646146
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),AIPOOR,NON-DOMESTIC AND COMMERCIAL,2,108,97.0,11722,177.08,108.53703703703704,0.8981481481481481,1.6396296296296298,66.19606957307431
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),AIPOOR THANDA,NON-DOMESTIC AND COMMERCIAL,2,3,3.0,50,1.48,16.666666666666668,1.0,0.49333333333333335,33.78378378378378
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),ATHMAKUR,NON-DOMESTIC AND COMMERCIAL,2,132,122.0,25637,245.99,194.21969696969697,0.9242424242424242,1.863560606060606,104.21968372698076
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,G.MALKAPUR,NON-DOMESTIC AND COMMERCIAL,2,35,31.0,3905,69.4,111.57142857142857,0.8857142857142857,1.982857142857143,56.26801152737752
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,LINGALA,NON-DOMESTIC AND COMMERCIAL,2,42,38.0,3538,59.49,84.23809523809524,0.9047619047619048,1.4164285714285714,59.47218019835266
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,MACHARAM,NON-DOMESTIC AND COMMERCIAL,2,34,27.0,1149,35.45,33.794117647058826,0.7941176470588235,1.0426470588235295,32.411847672778556
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,MOHAMADAPURAM,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,2904,20.0,1452.0,1.0,10.0,145.2
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,MOHAMMADAPUR,NON-DOMESTIC AND COMMERCIAL,2,14,11.0,621,16.28,44.357142857142854,0.7857142857142857,1.162857142857143,38.14496314496314
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,MORASAKUNTA THANDA,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,21,3.0,10.5,1.0,1.5,7.0
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,MUKNADAPURAM,NON-DOMESTIC AND COMMERCIAL,2,21,19.0,1948,32.09,92.76190476190476,0.9047619047619048,1.5280952380952382,60.70426924275475
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,MUKUNDAPURAM,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,1399,14.0,1399.0,1.0,14.0,99.92857142857143
SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,BANJARA COLONY,NON-DOMESTIC AND COMMERCIAL,2,189,179.0,39148,432.28,207.13227513227514,0.9470899470899471,2.287195767195767,90.56167298972889
SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,BHAVANI NAGAR,NON-DOMESTIC AND COMMERCIAL,2,249,228.0,110372,1154.47,443.26104417670683,0.9156626506024096,4.636425702811245,95.60404341386091
SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,BODRAI BAZAR,NON-DOMESTIC AND COMMERCIAL,2,271,252.0,19032,231.46,70.22878228782288,0.9298892988929889,0.8540959409594097,82.22587056078804
SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,GANDHI NAGAR,NON-DOMESTIC AND COMMERCIAL,2,22,13.0,925,20.76,42.04545454545455,0.5909090909090909,0.9436363636363637,44.556840077071286
SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,GOPI REDDY NAGAR,NON-DOMESTIC AND COMMERCIAL,2,557,537.0,122993,1701.48,220.81328545780968,0.9640933572710951,3.054721723518851,72.28589228201331
SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,KODAD TOWN,NON-DOMESTIC AND COMMERCIAL,2,262,0.0,0,286.17,0.0,0.0,1.0922519083969466,0.0
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,KRISHNA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,11,10.0,3143,27.02,285.72727272727275,0.9090909090909091,2.4563636363636365,116.32124352331607
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,MADHAVARAM,NON-DOMESTIC AND COMMERCIAL,2,59,44.0,9297,127.63,157.57627118644066,0.7457627118644068,2.163220338983051,72.8433753819635
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,MUKUNDAPURAM,NON-DOMESTIC AND COMMERCIAL,2,74,64.0,8657,133.5,116.98648648648648,0.8648648648648649,1.804054054054054,64.84644194756554
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,MUNAGALA,NON-DOMESTIC AND COMMERCIAL,2,498,456.0,64884,728.81,130.289156626506,0.9156626506024096,1.4634738955823292,89.02731850550899
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,NARASHIMHAPURAM,NON-DOMESTIC AND COMMERCIAL,2,11,8.0,1160,16.74,105.45454545454545,0.7272727272727273,1.5218181818181817,69.29510155316608
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,NARASIMHALA GUDEM,NON-DOMESTIC AND COMMERCIAL,2,44,40.0,5537,77.93,125.8409090909091,0.9090909090909091,1.7711363636363637,71.05094315411266
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),BOPPARAM,NON-DOMESTIC AND COMMERCIAL,2,11,9.0,1685,84.26,153.1818181818182,0.8181818181818182,7.66,19.997626394493235
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),BORING THANDA,NON-DOMESTIC AND COMMERCIAL,2,12,12.0,850,13.22,70.83333333333333,1.0,1.1016666666666668,64.2965204236006
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),BOTYA THANDA,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,1,1.0,1.0,1.0,1.0,1.0
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),DASARAM,NON-DOMESTIC AND COMMERCIAL,2,20,17.0,596,24.07,29.8,0.85,1.2035,24.761113419194018
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),DUBBA THANDA,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,41,2.0,20.5,1.0,1.0,20.5
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),ENUBAMULA,NON-DOMESTIC AND COMMERCIAL,2,28,25.0,2883,64.7,102.96428571428571,0.8928571428571429,2.310714285714286,44.559505409582684
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,N.ANNARAM,NON-DOMESTIC AND COMMERCIAL,2,88,74.0,14187,240.04,161.2159090909091,0.8409090909090909,2.7277272727272726,59.10264955840693
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,NAGULAPHAD,NON-DOMESTIC AND COMMERCIAL,2,7,7.0,264,6.24,37.714285714285715,1.0,0.8914285714285715,42.30769230769231
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,NARAYANAGUDEM,NON-DOMESTIC AND COMMERCIAL,2,39,35.0,1940,38.24,49.743589743589745,0.8974358974358975,0.9805128205128205,50.73221757322175
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,NOORJAHANPET,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,66,5.0,33.0,1.0,2.5,13.2
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,PENPAHAD,NON-DOMESTIC AND COMMERCIAL,2,11,8.0,12529,123.8,1139.0,0.7272727272727273,11.254545454545454,101.20355411954766
SURYAPET,SURYAPET,SURYAPET RURAL,PEMPAHAD,PENPHAD,NON-DOMESTIC AND COMMERCIAL,2,154,135.0,11193,165.91,72.68181818181819,0.8766233766233766,1.0773376623376623,67.4642878669158
SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,LAXMIPURAM  B,NON-DOMESTIC AND COMMERCIAL,2,83,70.0,2957,136.34,35.626506024096386,0.8433734939759037,1.6426506024096386,21.68842599383893
SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,MATHA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,47,40.0,13675,63.72,290.9574468085106,0.851063829787234,1.3557446808510638,214.61079723791588
SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,MUNICIPALITY BACK SIDE,NON-DOMESTIC AND COMMERCIAL,2,644,621.0,61119,947.46,94.90527950310559,0.9642857142857143,1.4712111801242236,64.50826420112722
SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,NAYANAGAR  ROAD,NON-DOMESTIC AND COMMERCIAL,2,207,198.0,38859,391.8,187.7246376811594,0.9565217391304348,1.892753623188406,99.18070444104134
SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,NAYANAGAR ANANTHAGIRI ROAD,NON-DOMESTIC AND COMMERCIAL,2,553,538.0,113134,1354.4,204.58227848101265,0.972875226039783,2.4491862567811937,83.53071470761961
SURYAPET,HUZURNAGAR,KODAD,KODAD - TOWN,NAYANAGAR KHAMMAM ROAD,NON-DOMESTIC AND COMMERCIAL,2,116,105.0,23261,307.83,200.52586206896552,0.9051724137931034,2.653706896551724,75.56443491537537
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,NELAMARY,NON-DOMESTIC AND COMMERCIAL,2,39,29.0,3924,74.36,100.61538461538461,0.7435897435897436,1.9066666666666667,52.770306616460466
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,REPALA,NON-DOMESTIC AND COMMERCIAL,2,91,80.0,11274,180.81,123.89010989010988,0.8791208791208791,1.986923076923077,62.35274597643936
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,SEETHARAM PURAM,NON-DOMESTIC AND COMMERCIAL,2,3,1.0,0,3.28,0.0,0.3333333333333333,1.0933333333333333,0.0
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,SYED MEZAVAR PET,NON-DOMESTIC AND COMMERCIAL,2,15,12.0,2399,77.36,159.93333333333334,0.8,5.157333333333333,31.010858324715617
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,TADVAI,NON-DOMESTIC AND COMMERCIAL,2,58,51.0,7772,120.83,134.0,0.8793103448275862,2.0832758620689655,64.32177439377638
SURYAPET,HUZURNAGAR,MUNAGALA,MUNAGALA,TIMMAREDDYGUDEM,NON-DOMESTIC AND COMMERCIAL,2,20,17.0,1851,35.73,92.55,0.85,1.7864999999999998,51.80520570948783
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),GATTIKAL,NON-DOMESTIC AND COMMERCIAL,2,27,26.0,1461,37.27,54.111111111111114,0.9629629629629629,1.3803703703703705,39.20042929970485
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),HASLA THANDA,NON-DOMESTIC AND COMMERCIAL,2,4,4.0,65,6.24,16.25,1.0,1.56,10.416666666666666
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),ISTHALLAPURAM,NON-DOMESTIC AND COMMERCIAL,2,24,20.0,920,33.67,38.333333333333336,0.8333333333333334,1.4029166666666668,27.324027324027323
SURYAPET,SURYAPET,SURYAPET RURAL,ATMAKUR (S),KANDAGATLA,NON-DOMESTIC AND COMMERCIAL,2,69,68.0,11809,133.38,171.14492753623188,0.9855072463768116,1.9330434782608694,88.53651222072276
