circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load,units_per_service,service_utilization_ratio,avg_load_per_service,load_efficiency
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,CT METERS,NON-DOMESTIC AND COMMERCIAL,2,65,60.0,208879,2124.15,3213.523076923077,0.9230769230769231,32.67923076923077,98.33533413365346
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,D.D. COLONY,NON-DOMESTIC AND COMMERCIAL,2,7,1.0,36,8.0,5.142857142857143,0.14285714285714285,1.1428571428571428,4.5
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,D.D.COLONY 20,NON-DOMESTIC AND COMMERCIAL,2,82,63.0,10828,219.06,132.0487804878049,0.7682926829268293,2.6714634146341463,49.4293800785173
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,D.D.COLONY 21,NON-DOMESTIC AND COMMERCIAL,2,57,38.0,4675,140.98,82.01754385964912,0.6666666666666666,2.473333333333333,33.160732018726065
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,GANGA BOWLI,NON-DOMESTIC AND COMMERCIAL,2,74,60.0,11718,211.0,158.35135135135135,0.8108108108108109,2.8513513513513513,55.535545023696685
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,GRC HV RAMALAYAM,NON-DOMESTIC AND COMMERCIAL,2,152,134.0,172489,1948.15,1134.796052631579,0.881578947368421,12.816776315789474,88.53989682519313
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,MOTHER DAIRY,NON-DOMESTIC AND COMMERCIAL,2,45,44.0,4074,96.0,90.53333333333333,0.9777777777777777,2.1333333333333333,42.4375
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,NARSIMHA BASTHI,NON-DOMESTIC AND COMMERCIAL,2,56,50.0,5576,105.18,99.57142857142857,0.8928571428571429,1.8782142857142858,53.01388096596311
HYDERABAD CENTRAL,AZAMABAD,VST,MUSHEERABAD,TADDY COMPOUND,NON-DOMESTIC AND COMMERCIAL,2,44,40.0,4934,68.96,112.13636363636364,0.9090909090909091,1.5672727272727272,71.54872389791184
HYDERABAD CENTRAL,AZAMABAD,VST,MUSHEERABAD,TRT QUATERS(RAM NAGAR),NON-DOMESTIC AND COMMERCIAL,2,107,103.0,28009,209.92,261.76635514018693,0.9626168224299065,1.9618691588785047,133.4270198170732
HYDERABAD CENTRAL,AZAMABAD,VST,MUSHEERABAD,WESLY CHURCH,NON-DOMESTIC AND COMMERCIAL,2,163,147.0,21374,313.3,131.12883435582822,0.901840490797546,1.9220858895705522,68.22215129269071
HYDERABAD CENTRAL,AZAMABAD,VST,MUSHEERABAD,ZAMISTHANPUR,NON-DOMESTIC AND COMMERCIAL,2,63,54.0,7122,115.6,113.04761904761905,0.8571428571428571,1.8349206349206348,61.60899653979239
HYDERABAD CENTRAL,AZAMABAD,VST,MUSHEERABAD,UNKNOWN,NON-DOMESTIC AND COMMERCIAL,2,3,0.0,0,3.0,0.0,0.0,1.0,0.0
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,AZAMABAD P.T(B),NON-DOMESTIC AND COMMERCIAL,2,6,0.0,0,7.0,0.0,0.0,1.1666666666666667,0.0
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,CORONA LINE(A),NON-DOMESTIC AND COMMERCIAL,2,77,71.0,6770,177.75,87.92207792207792,0.922077922077922,2.3084415584415585,38.08720112517581
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,CT METER,NON-DOMESTIC AND COMMERCIAL,2,219,146.0,452868,5972.48,2067.890410958904,0.6666666666666666,27.27159817351598,75.82578761251608
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,DHEEPAK THEATER BACK LANE(A),NON-DOMESTIC AND COMMERCIAL,2,86,62.0,16474,169.02,191.5581395348837,0.7209302325581395,1.9653488372093024,97.46775529523133
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,DURGA MESS (NALA)(A),NON-DOMESTIC AND COMMERCIAL,2,186,118.0,15206,295.32,81.75268817204301,0.6344086021505376,1.5877419354838709,51.48990925098199
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,E.W.S QTRS(B),NON-DOMESTIC AND COMMERCIAL,2,60,59.0,3572,121.27,59.53333333333333,0.9833333333333333,2.021166666666667,29.454935268409336
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,NET METERS 78,NON-DOMESTIC AND COMMERCIAL,2,7,7.0,5275,96.5,753.5714285714286,1.0,13.785714285714286,54.66321243523316
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,NEW NALLAKUNTA,NON-DOMESTIC AND COMMERCIAL,2,91,88.0,7523,158.7,82.67032967032966,0.967032967032967,1.7439560439560438,47.40390674228104
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,OU ROAD,NON-DOMESTIC AND COMMERCIAL,2,151,137.0,28053,495.64,185.7814569536424,0.9072847682119205,3.282384105960265,56.59954805907514
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,PRASHANTH NAGAR,NON-DOMESTIC AND COMMERCIAL,2,56,48.0,7122,126.0,127.17857142857143,0.8571428571428571,2.25,56.523809523809526
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,RAGI CHETTU,NON-DOMESTIC AND COMMERCIAL,2,94,78.0,5287,177.0,56.244680851063826,0.8297872340425532,1.8829787234042554,29.870056497175142
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,RAMLAYAM TEMPLE,NON-DOMESTIC AND COMMERCIAL,2,112,90.0,17792,286.12,158.85714285714286,0.8035714285714286,2.554642857142857,62.18369914721096
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,S.B.H.COLONY,NON-DOMESTIC AND COMMERCIAL,2,45,40.0,5732,139.91,127.37777777777778,0.8888888888888888,3.109111111111111,40.96919448216711
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,S.B.I.COLONY,NON-DOMESTIC AND COMMERCIAL,2,12,10.0,3362,43.0,280.1666666666667,0.8333333333333334,3.5833333333333335,78.18604651162791
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,SAI BABA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,82,80.0,9600,169.64,117.07317073170732,0.975609756097561,2.0687804878048777,56.59042678613535
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,SHIVAM ROAD,NON-DOMESTIC AND COMMERCIAL,2,406,367.0,78614,1141.11,193.6305418719212,0.9039408866995073,2.8106157635467977,68.89256951564705
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,ESWAR REDDY LINE(B),NON-DOMESTIC AND COMMERCIAL,2,153,129.0,19503,349.31,127.47058823529412,0.8431372549019608,2.2830718954248366,55.83292777189316
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,GRC HV NARAYANAGUDA,NON-DOMESTIC AND COMMERCIAL,2,390,337.0,432748,5125.03,1109.6102564102564,0.8641025641025641,13.141102564102564,84.43813987430318
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,HARIVIHAR COLONY(A),NON-DOMESTIC AND COMMERCIAL,2,50,41.0,8372,108.86,167.44,0.82,2.1772,76.90611794966011
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,HOTEL SUNANDA LINE (A),NON-DOMESTIC AND COMMERCIAL,2,223,164.0,18936,464.67,84.91479820627802,0.7354260089686099,2.0837219730941703,40.75150106527213
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,KESHAW MEMORIAL SCHOOL(A),NON-DOMESTIC AND COMMERCIAL,2,59,41.0,18252,122.64,309.35593220338984,0.6949152542372882,2.0786440677966103,148.82583170254404
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,KISHORE-I(A),NON-DOMESTIC AND COMMERCIAL,2,90,84.0,11151,199.49,123.9,0.9333333333333333,2.216555555555556,55.89753872374555
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,LIG QTRS(B),NON-DOMESTIC AND COMMERCIAL,2,78,70.0,6605,135.76,84.67948717948718,0.8974358974358975,1.7405128205128204,48.65203299941073
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,N.GUDA FLY OVER LINE(A),NON-DOMESTIC AND COMMERCIAL,2,360,314.0,60376,1190.42,167.7111111111111,0.8722222222222222,3.3067222222222226,50.71823390064011
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,NET METER 54,NON-DOMESTIC AND COMMERCIAL,2,16,16.0,29444,430.0,1840.25,1.0,26.875,68.47441860465116
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,"NO:3,B.L.PALLY(B)",NON-DOMESTIC AND COMMERCIAL,2,46,27.0,2754,101.38,59.869565217391305,0.5869565217391305,2.2039130434782606,27.165121325705268
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,SOMA SUNDER NAGAR,NON-DOMESTIC AND COMMERCIAL,2,85,81.0,15065,190.97,177.23529411764707,0.9529411764705882,2.2467058823529413,78.88673613656596
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,STREETLIGHTS,NON-DOMESTIC AND COMMERCIAL,2,9,9.0,615,29.0,68.33333333333333,1.0,3.2222222222222223,21.20689655172414
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,T.R.T.QUARTERS,NON-DOMESTIC AND COMMERCIAL,2,43,38.0,4477,79.0,104.11627906976744,0.8837209302325582,1.8372093023255813,56.67088607594937
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,TILAK NAGAR MAIN ROAD,NON-DOMESTIC AND COMMERCIAL,2,162,143.0,16592,316.0,102.41975308641975,0.8827160493827161,1.9506172839506173,52.50632911392405
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,TULASI CO.OP.,NON-DOMESTIC AND COMMERCIAL,2,38,34.0,5835,112.0,153.55263157894737,0.8947368421052632,2.9473684210526314,52.098214285714285
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,RAMALAYAM,UNKNOWN,NON-DOMESTIC AND COMMERCIAL,2,4,0.0,0,8.0,0.0,0.0,2.0,0.0
HYDERABAD CENTRAL,AZAMABAD,BARKATPURA,BARKAT PURA,B.CHAMAN-B.PURA BUS DEPOT,NON-DOMESTIC AND COMMERCIAL,2,132,123.0,24784,456.12,187.75757575757575,0.9318181818181818,3.4554545454545456,54.33657809348417
HYDERABAD CENTRAL,AZAMABAD,BARKATPURA,BARKAT PURA,B.PURA PT.BUNK-F.HOSP.,NON-DOMESTIC AND COMMERCIAL,2,102,87.0,10645,310.3,104.36274509803921,0.8529411764705882,3.0421568627450983,34.305510796003865
HYDERABAD CENTRAL,AZAMABAD,BARKATPURA,BARKAT PURA,BARKATHPURA QUARTERS,NON-DOMESTIC AND COMMERCIAL,2,136,125.0,13366,328.0,98.27941176470588,0.9191176470588235,2.411764705882353,40.75
HYDERABAD CENTRAL,AZAMABAD,BARKATPURA,BARKAT PURA,BASANTH TALKIES AREA,NON-DOMESTIC AND COMMERCIAL,2,154,142.0,29528,429.22,191.74025974025975,0.922077922077922,2.7871428571428574,68.79455756954475
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,"NO:8,B.L.PALLY(B)",NON-DOMESTIC AND COMMERCIAL,2,26,25.0,2324,41.24,89.38461538461539,0.9615384615384616,1.5861538461538462,56.353055286129965
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,NO:9 B.L.PALLY(B),NON-DOMESTIC AND COMMERCIAL,2,99,88.0,10924,220.04,110.34343434343434,0.8888888888888888,2.2226262626262625,49.64551899654609
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,OLD (B),NON-DOMESTIC AND COMMERCIAL,2,96,55.0,4619,159.53,48.114583333333336,0.5729166666666666,1.6617708333333334,28.95380179276625
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,OLD LINGAMPALLY(B),NON-DOMESTIC AND COMMERCIAL,2,181,152.0,21736,357.3,120.08839779005525,0.8397790055248618,1.9740331491712708,60.83403302546879
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,SAI PRASANTHI R.DENCY APT(A),NON-DOMESTIC AND COMMERCIAL,2,79,66.0,10176,224.35,128.81012658227849,0.8354430379746836,2.839873417721519,45.35770002228661
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,SARADA GLORY APT(A),NON-DOMESTIC AND COMMERCIAL,2,89,70.0,24068,293.67,270.4269662921348,0.7865168539325843,3.2996629213483146,81.95593693601661
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,SARVODAYA ENCLAVE APT(A),NON-DOMESTIC AND COMMERCIAL,2,133,124.0,23775,339.76,178.7593984962406,0.9323308270676691,2.5545864661654134,69.97586531669414
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,SOAP FACTORY(B),NON-DOMESTIC AND COMMERCIAL,2,82,75.0,5946,182.62,72.51219512195122,0.9146341463414634,2.2270731707317073,32.55941298871974
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,SRI SAI RAM APT(A),NON-DOMESTIC AND COMMERCIAL,2,17,12.0,3075,47.0,180.88235294117646,0.7058823529411765,2.764705882352941,65.42553191489361
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,SRINIDHI MANSSION APT(B),NON-DOMESTIC AND COMMERCIAL,2,167,109.0,19237,419.7,115.19161676646706,0.6526946107784432,2.513173652694611,45.835120324040986
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,STREETLIGHTS,NON-DOMESTIC AND COMMERCIAL,2,12,12.0,4074,19.0,339.5,1.0,1.5833333333333333,214.42105263157896
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,A V COLLEGE AREA,NON-DOMESTIC AND COMMERCIAL,2,78,63.0,9458,173.18,121.25641025641026,0.8076923076923077,2.22025641025641,54.61369673172422
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,ARVIND NAGAR DOMULGUDA,NON-DOMESTIC AND COMMERCIAL,2,144,127.0,52153,552.0,362.1736111111111,0.8819444444444444,3.8333333333333335,94.48007246376811
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,ASHOK NAGAR CHOWRASTA,NON-DOMESTIC AND COMMERCIAL,2,127,117.0,23428,354.23,184.4724409448819,0.9212598425196851,2.789212598425197,66.13782006041272
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,ASHOK NAGAR CITY LIBRARY,NON-DOMESTIC AND COMMERCIAL,2,26,20.0,5595,58.27,215.19230769230768,0.7692307692307693,2.2411538461538463,96.01853440878668
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,ASHOK NAGAR SYNDICATE BANK,NON-DOMESTIC AND COMMERCIAL,2,63,62.0,13700,155.27,217.46031746031747,0.9841269841269841,2.464603174603175,88.2333998840729
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,BAPUJI NAGAR CHIKKADAPALLY,NON-DOMESTIC AND COMMERCIAL,2,85,81.0,12881,153.6,151.54117647058823,0.9529411764705882,1.8070588235294116,83.86067708333334
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,CHIKKADPALLY (WEST) MAIN ROAD,NON-DOMESTIC AND COMMERCIAL,2,235,166.0,34601,478.62,147.23829787234044,0.7063829787234043,2.0366808510638297,72.29325978855877
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,DATTA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,20,19.0,1484,26.27,74.2,0.95,1.3135,56.49029311001142
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,GAGAN MAHAL NURSING HOME,NON-DOMESTIC AND COMMERCIAL,2,148,132.0,15600,303.23,105.4054054054054,0.8918918918918919,2.0488513513513515,51.44609702206246
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,GRC CT SECTION,NON-DOMESTIC AND COMMERCIAL,2,132,106.0,307175,3994.48,2327.0833333333335,0.803030303030303,30.26121212121212,76.8998718231159
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,GRC HV SECTION53,NON-DOMESTIC AND COMMERCIAL,2,371,302.0,354314,4223.76,955.0242587601078,0.8140161725067385,11.384797843665769,83.88592154857282
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,GRC ST SECTION53,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,72,12.0,72.0,1.0,12.0,6.0
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,INDIAN EXPRESS DOMUL GUDA,NON-DOMESTIC AND COMMERCIAL,2,38,26.0,5425,99.04,142.76315789473685,0.6842105263157895,2.6063157894736846,54.775848142164776
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,J B APARTMENTS DOMULGUDA,NON-DOMESTIC AND COMMERCIAL,2,56,33.0,9543,171.22,170.41071428571428,0.5892857142857143,3.0575,55.73531129540942
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,KADHAM TOWERS AREA,NON-DOMESTIC AND COMMERCIAL,2,34,27.0,11049,115.66,324.97058823529414,0.7941176470588235,3.401764705882353,95.53000172920629
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,LOWER TANK BUND,NON-DOMESTIC AND COMMERCIAL,2,86,63.0,13069,275.36,151.96511627906978,0.7325581395348837,3.201860465116279,47.46150493898896
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,MCH MARKET CHIKKADAPALLY,NON-DOMESTIC AND COMMERCIAL,2,68,58.0,4099,119.42,60.279411764705884,0.8529411764705882,1.7561764705882352,34.32423379668397
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,MCH QUARTERS DOMALGUDA,NON-DOMESTIC AND COMMERCIAL,2,76,59.0,8215,127.92,108.09210526315789,0.7763157894736842,1.6831578947368422,64.2198248905566
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,NET METERING,NON-DOMESTIC AND COMMERCIAL,2,14,14.0,11374,395.0,812.4285714285714,1.0,28.214285714285715,28.79493670886076
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,P&T QUARTERS CHIKKADAPALLY,NON-DOMESTIC AND COMMERCIAL,2,16,7.0,810,20.0,50.625,0.4375,1.25,40.5
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,PENDEKANTI LAW COLLEGE LANE,NON-DOMESTIC AND COMMERCIAL,2,267,226.0,45717,624.08,171.22471910112358,0.846441947565543,2.337378277153558,73.25503140622996
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,R K MUTT AREA,NON-DOMESTIC AND COMMERCIAL,2,19,11.0,1424,64.08,74.94736842105263,0.5789473684210527,3.3726315789473684,22.22222222222222
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,SAGAR VIEW APARTMENTS AREA,NON-DOMESTIC AND COMMERCIAL,2,171,139.0,22520,394.26,131.69590643274853,0.8128654970760234,2.3056140350877192,57.119667224674075
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,SATYANARAYANASWAMY TEMPLE,NON-DOMESTIC AND COMMERCIAL,2,218,189.0,84394,723.05,387.1284403669725,0.8669724770642202,3.316743119266055,116.7194523200332
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,SBI QUARTERS-I AREA,NON-DOMESTIC AND COMMERCIAL,2,37,35.0,4885,67.81,132.02702702702703,0.9459459459459459,1.8327027027027027,72.03952219436661
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,KAVADIGUDA,SBH SUBASH CHANDRA BOSE NAGAR,NON-DOMESTIC AND COMMERCIAL,2,70,61.0,7127,146.24,101.81428571428572,0.8714285714285714,2.0891428571428574,48.734956236323846
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,KAVADIGUDA,SBI COLONY GANDHI NAGAR,NON-DOMESTIC AND COMMERCIAL,2,250,221.0,38297,720.3,153.188,0.884,2.8811999999999998,53.16812439261419
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,KAVADIGUDA,TALLA BASTHI (NORTH),NON-DOMESTIC AND COMMERCIAL,2,50,45.0,6318,86.42,126.36,0.9,1.7284,73.10807683406618
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,KAVADIGUDA,TALLA BASTHI (SOUTH),NON-DOMESTIC AND COMMERCIAL,2,36,33.0,4041,61.8,112.25,0.9166666666666666,1.7166666666666666,65.3883495145631
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,KAVADIGUDA,TALLA BASTI (NORTH),NON-DOMESTIC AND COMMERCIAL,2,52,41.0,4493,106.47,86.40384615384616,0.7884615384615384,2.0475,42.199680661219126
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,KAVADIGUDA,TANKBUND,NON-DOMESTIC AND COMMERCIAL,2,5,5.0,496,25.5,99.2,1.0,5.1,19.45098039215686
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,KAVADIGUDA,TRAFIC SIGNALS,NON-DOMESTIC AND COMMERCIAL,2,49,48.0,3077,70.48,62.795918367346935,0.9795918367346939,1.4383673469387757,43.6577752553916
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,SBI QUARTERS-II AREA,NON-DOMESTIC AND COMMERCIAL,2,128,113.0,24222,330.11,189.234375,0.8828125,2.578984375,73.37554148617127
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,SRT QUARTERS (SOUTH),NON-DOMESTIC AND COMMERCIAL,2,343,334.0,74004,721.17,215.75510204081633,0.9737609329446064,2.1025364431486877,102.6165813885769
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,STREET NO-10 HIMAYATH NAGAR,NON-DOMESTIC AND COMMERCIAL,2,137,112.0,26415,430.84,192.8102189781022,0.8175182481751825,3.144817518248175,61.310463281032405
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,STREET NO-11 HIMAYATH NAGAR,NON-DOMESTIC AND COMMERCIAL,2,65,51.0,9684,208.0,148.98461538461538,0.7846153846153846,3.2,46.55769230769231
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,STREET NO-12 HIMAYATH NAGAR,NON-DOMESTIC AND COMMERCIAL,2,92,83.0,19547,230.37,212.4673913043478,0.9021739130434783,2.504021739130435,84.85045795893562
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,STREET NO-13 HIMAYATH NAGAR,NON-DOMESTIC AND COMMERCIAL,2,56,52.0,21504,176.41,384.0,0.9285714285714286,3.1501785714285715,121.89785159571453
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,STREET NO-14 HIMAYATH NAGAR,NON-DOMESTIC AND COMMERCIAL,2,106,84.0,16821,251.31,158.68867924528303,0.7924528301886793,2.3708490566037734,66.93326966694521
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,STREET NO-9 HIMAYATH NAGAR,NON-DOMESTIC AND COMMERCIAL,2,106,95.0,25542,297.31,240.96226415094338,0.8962264150943396,2.804811320754717,85.91032928593052
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,SUDHA HOTEL LINE CHIKKADAPALLY,NON-DOMESTIC AND COMMERCIAL,2,211,174.0,39508,441.0,187.24170616113744,0.8246445497630331,2.090047393364929,89.58730158730158
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,TRAFIC SIGNALS,NON-DOMESTIC AND COMMERCIAL,2,31,22.0,1651,52.0,53.25806451612903,0.7096774193548387,1.6774193548387097,31.75
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,TRT QUARTERS (SOUTH),NON-DOMESTIC AND COMMERCIAL,2,48,44.0,14376,126.97,299.5,0.9166666666666666,2.645208333333333,113.22359612506891
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,ASHOK NAGAR,VIVEK NAGAR TYAGARAYA GANASABA,NON-DOMESTIC AND COMMERCIAL,2,126,111.0,20088,317.47,159.42857142857142,0.8809523809523809,2.5196031746031746,63.275270104261814
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,GANDHI NAGAR,SAI NAGAR & ANJAIAH NAGAR,NON-DOMESTIC AND COMMERCIAL,2,168,155.0,19009,331.36,113.14880952380952,0.9226190476190477,1.9723809523809526,57.366610333172375
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,GANDHI NAGAR,BADI MASJID LINE(OPP),NON-DOMESTIC AND COMMERCIAL,2,78,75.0,13490,141.5,172.94871794871796,0.9615384615384616,1.814102564102564,95.33568904593639
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,GANDHI NAGAR,BANK OF BARODA MAHATMA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,48,41.0,6070,134.56,126.45833333333333,0.8541666666666666,2.8033333333333332,45.109988109393576
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,GANDHI NAGAR,BEERBAN GALLI,NON-DOMESTIC AND COMMERCIAL,2,187,143.0,24373,474.83,130.33689839572193,0.7647058823529411,2.5391978609625667,51.32994966619633
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,GANDHI NAGAR,BHAGYANAGAR BUILDERS AREA,NON-DOMESTIC AND COMMERCIAL,2,46,33.0,3157,107.53,68.6304347826087,0.717391304347826,2.337608695652174,29.359248581791128
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,GANDHI NAGAR,BHOLAKPUR & INDIRA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,142,120.0,7934,208.6,55.87323943661972,0.8450704225352113,1.4690140845070423,38.03451581975072
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,GANDHI NAGAR,BHOLAKPUR-II,NON-DOMESTIC AND COMMERCIAL,2,193,184.0,23578,348.83,122.16580310880829,0.9533678756476683,1.8074093264248703,67.59166356104693
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,GANDHI NAGAR,CHILLA GALLI,NON-DOMESTIC AND COMMERCIAL,2,3,3.0,708,15.0,236.0,1.0,5.0,47.2
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,GANDHI NAGAR,GAMPA BASTHI,NON-DOMESTIC AND COMMERCIAL,2,20,20.0,1774,65.0,88.7,1.0,3.25,27.29230769230769
HYDERABAD CENTRAL,SAIFABAD,INDIRA PARK,GANDHI NAGAR,GANDHI NAGAR (CENTRAL),NON-DOMESTIC AND COMMERCIAL,2,165,132.0,37894,480.72,229.66060606060606,0.8,2.9134545454545457,78.82759194541521
