circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load,units_per_service,service_utilization_ratio,avg_load_per_service,load_efficiency,efficiency_category,anomaly_score,anomaly,risk_category
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,CHANDANAGAR-HV,NON-DOMESTIC AND COMMERCIAL,2,319,260.0,830882,7571.5,2604.6457680250783,0.8150470219435737,23.735109717868337,109.73809681040746,HIGH EFFICIENCY,-0.14628822001113562,-1,MEDIUM RISK
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,CHANDANAGAR-STL,NON-DOMESTIC AND COMMERCIAL,2,3,3.0,1150,43.0,383.3333333333333,1.0,14.333333333333334,26.74418604651163,LOW EFFICIENCY,0.16895824146261806,1,LOW RISK
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,GAZTEED COLONY,NON-DOMESTIC AND COMMERCIAL,2,86,69.0,43548,488.97,506.3720930232558,0.8023255813953488,5.685697674418605,89.06067856923737,MEDIUM EFFICIENCY,0.17149589273537347,1,LOW RISK
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,MADEENAGUDA,NON-DOMESTIC AND COMMERCIAL,2,213,166.0,68627,796.74,322.1924882629108,0.7793427230046949,3.74056338028169,86.13474910259306,MEDIUM EFFICIENCY,0.1554718320647131,1,LOW RISK
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,MADEENAGUDA MYTHRI NAGAR,NON-DOMESTIC AND COMMERCIAL,2,282,235.0,86357,959.53,306.2304964539007,0.8333333333333334,3.4025886524822693,89.99927047617062,MEDIUM EFFICIENCY,0.1360683649953724,1,LOW RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,HV OLD GACHIBOWLI,NON-DOMESTIC AND COMMERCIAL,2,227,88.0,191137,2141.9,842.0132158590309,0.3876651982378855,9.43568281938326,89.23712591624259,MEDIUM EFFICIENCY,-0.01593388184060529,-1,MEDIUM RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,HV TELECOM NAGAR,NON-DOMESTIC AND COMMERCIAL,2,166,114.0,138809,1352.0,836.1987951807229,0.6867469879518072,8.144578313253012,102.66937869822485,HIGH EFFICIENCY,0.050061844143841294,1,LOW RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,IVRCL,NON-DOMESTIC AND COMMERCIAL,2,3,2.0,545,15.0,181.66666666666663,0.6666666666666666,5.0,36.333333333333336,LOW EFFICIENCY,0.21893062319732798,1,LOW RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,JAIN HOUSING,NON-DOMESTIC AND COMMERCIAL,2,9,8.0,8276,50.0,919.5555555555557,0.8888888888888888,5.555555555555555,165.52,HIGH EFFICIENCY,0.14557240410878158,1,LOW RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,JOURNALIST COLONY,NON-DOMESTIC AND COMMERCIAL,2,145,87.0,110150,960.0,759.6551724137931,0.6,6.620689655172414,114.73958333333331,HIGH EFFICIENCY,0.06638918436911312,1,LOW RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,KHAJA GUDA,NON-DOMESTIC AND COMMERCIAL,2,174,131.0,47666,732.05,273.9425287356322,0.7528735632183908,4.207183908045977,65.11303872686292,MEDIUM EFFICIENCY,0.1671855102534705,1,LOW RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,KHAJAGUDA-2,NON-DOMESTIC AND COMMERCIAL,2,165,140.0,54225,596.2,328.6363636363636,0.8484848484848485,3.6133333333333337,90.95102314659508,MEDIUM EFFICIENCY,0.1797151314765273,1,LOW RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,TELECOM NAGAR,NON-DOMESTIC AND COMMERCIAL,2,377,304.0,143342,1518.0,380.2175066312997,0.8063660477453581,4.026525198938992,94.4281949934124,MEDIUM EFFICIENCY,0.06290620072555553,1,LOW RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,TNGOS HYDERABAD,NON-DOMESTIC AND COMMERCIAL,2,178,161.0,87715,1149.0,492.7808988764045,0.904494382022472,6.455056179775281,76.34029590948651,MEDIUM EFFICIENCY,0.12028718013406525,1,LOW RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,TNGOS HYEDRABAD II,NON-DOMESTIC AND COMMERCIAL,2,266,263.0,134843,1608.0,506.9285714285714,0.9887218045112782,6.045112781954887,83.85758706467662,MEDIUM EFFICIENCY,0.06389124409588587,1,LOW RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,TNGOS RANGA REDDY,NON-DOMESTIC AND COMMERCIAL,2,519,452.0,252482,2533.0,486.4778420038536,0.8709055876685935,4.880539499036609,99.6770627714173,MEDIUM EFFICIENCY,-0.023414173356672396,-1,MEDIUM RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,GACHIBOWLI,UNKNOWN,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,3023,30.0,3023.0,1.0,30.0,100.76666666666668,HIGH EFFICIENCY,0.04986557509770173,1,LOW RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,AADARSH NAGAR,NON-DOMESTIC AND COMMERCIAL,2,131,130.0,44194,367.5,337.3587786259542,0.9923664122137404,2.8053435114503817,120.25578231292516,HIGH EFFICIENCY,0.17072024875949998,1,LOW RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,APARNA NALLAGANDLA,NON-DOMESTIC AND COMMERCIAL,2,1,0.0,0,5.0,0.0,0.0,5.0,0.0,LOW EFFICIENCY,0.10450946311197196,1,LOW RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,BAPU NAGAR LINGAMPALLY,NON-DOMESTIC AND COMMERCIAL,2,205,188.0,43851,522.54,213.9073170731708,0.9170731707317074,2.5489756097560976,83.91893443564129,MEDIUM EFFICIENCY,0.19462425827672092,1,LOW RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,BASTHI DAWAKHANA NEHRU NAGAR,NON-DOMESTIC AND COMMERCIAL,2,17,16.0,2634,33.44,154.94117647058823,0.9411764705882352,1.9670588235294115,78.76794258373207,MEDIUM EFFICIENCY,0.25965536088186547,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,KOMARBANDA,NON-DOMESTIC AND COMMERCIAL,2,17,15.0,722,36.24,42.47058823529412,0.8823529411764706,2.131764705882353,19.922737306843267,LOW EFFICIENCY,0.2558530980528053,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,KUMARAGUDA,NON-DOMESTIC AND COMMERCIAL,2,22,20.0,1209,20.44,54.95454545454545,0.9090909090909092,0.9290909090909092,59.14872798434442,MEDIUM EFFICIENCY,0.2566095882082262,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,KURVAGUDA,NON-DOMESTIC AND COMMERCIAL,2,27,24.0,2628,44.18,97.33333333333331,0.8888888888888888,1.6362962962962964,59.48392937980987,MEDIUM EFFICIENCY,0.2670213219337638,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,LAXMIRAO GUDA,NON-DOMESTIC AND COMMERCIAL,2,6,6.0,575,8.0,95.83333333333331,1.0,1.3333333333333333,71.875,MEDIUM EFFICIENCY,0.25490158771678967,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,LINGAREDDY GUDA (D),NON-DOMESTIC AND COMMERCIAL,2,12,12.0,477,33.0,39.75,1.0,2.75,14.454545454545457,LOW EFFICIENCY,0.24787261463489502,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,LINGAREDDY GUDA (M),NON-DOMESTIC AND COMMERCIAL,2,1,1.0,0,1.0,0.0,1.0,1.0,0.0,LOW EFFICIENCY,0.2314026097983261,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,MACHAN PALLY,NON-DOMESTIC AND COMMERCIAL,2,34,32.0,5441,121.0,160.02941176470588,0.9411764705882352,3.5588235294117645,44.96694214876033,LOW EFFICIENCY,0.255036293405268,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,PEDDAMANGALARAM,NON-DOMESTIC AND COMMERCIAL,2,399,374.0,91137,1767.71,228.41353383458647,0.93734335839599,4.430350877192983,51.55653359431128,MEDIUM EFFICIENCY,0.0658066740941069,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,QUTUBUDDIN GUDA,NON-DOMESTIC AND COMMERCIAL,2,107,104.0,20997,430.89,196.2336448598131,0.97196261682243,4.027009345794393,48.729374086193694,LOW EFFICIENCY,0.21537051510620597,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,REDDY PALLY,NON-DOMESTIC AND COMMERCIAL,2,119,113.0,16524,277.0,138.85714285714286,0.9495798319327732,2.327731092436975,59.65342960288809,MEDIUM EFFICIENCY,0.2399614960873403,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,VEERANNAPET,NON-DOMESTIC AND COMMERCIAL,2,50,50.0,9882,246.16,197.64,1.0,4.9232,40.14462138446539,LOW EFFICIENCY,0.2232843920490668,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,MOKILA,CHILKUR,VIJAYNAGAR COLONEY,NON-DOMESTIC AND COMMERCIAL,2,362,361.0,59653,751.21,164.78729281767957,0.9972375690607734,2.0751657458563537,79.4092197920688,MEDIUM EFFICIENCY,0.12371870492084819,1,LOW RISK
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,MADINAGUDA VILLAGE PART,NON-DOMESTIC AND COMMERCIAL,2,167,123.0,54439,579.75,325.9820359281437,0.7365269461077845,3.4715568862275448,93.90081931867184,MEDIUM EFFICIENCY,0.16191827954676968,1,LOW RISK
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,MARTHANDA NAGAR-2,NON-DOMESTIC AND COMMERCIAL,2,221,162.0,74648,616.12,337.7737556561086,0.7330316742081447,2.7878733031674208,121.15821593196132,HIGH EFFICIENCY,0.11946655685071217,1,LOW RISK
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,MARTHANDA NAGAR-NEW,NON-DOMESTIC AND COMMERCIAL,2,45,45.0,6337,67.7,140.82222222222222,1.0,1.5044444444444445,93.60413589364843,MEDIUM EFFICIENCY,0.25489514133428226,1,LOW RISK
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,NEW HAFEEZ PET,NON-DOMESTIC AND COMMERCIAL,2,361,321.0,117981,990.09,326.8171745152355,0.889196675900277,2.7426315789473685,119.1618943732388,HIGH EFFICIENCY,0.07827319559184232,1,LOW RISK
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,NEW HAFEEZPET,NON-DOMESTIC AND COMMERCIAL,2,271,266.0,77908,719.44,287.48339483394835,0.981549815498155,2.6547601476014764,108.28978094073167,HIGH EFFICIENCY,0.12794528091601115,1,LOW RISK
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,NEW HAFEEZPET 5,NON-DOMESTIC AND COMMERCIAL,2,152,150.0,43587,278.13,286.75657894736844,0.986842105263158,1.8298026315789475,156.7144860317118,HIGH EFFICIENCY,0.1462978354763838,1,LOW RISK
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,NEW HAFEEZPET-3,NON-DOMESTIC AND COMMERCIAL,2,274,238.0,65538,534.2,239.1897810218978,0.8686131386861314,1.9496350364963504,122.68438786971171,HIGH EFFICIENCY,0.13355397504438438,1,LOW RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,DAIMOND HEIGHTS,NON-DOMESTIC AND COMMERCIAL,2,57,54.0,18959,208.0,332.6140350877193,0.9473684210526316,3.649122807017544,91.14903846153848,MEDIUM EFFICIENCY,0.23079092975673643,1,LOW RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,DUBE COLONY,NON-DOMESTIC AND COMMERCIAL,2,107,104.0,41256,338.5,385.5700934579439,0.97196261682243,3.163551401869159,121.87887740029542,HIGH EFFICIENCY,0.18036327635458532,1,LOW RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,G LAMBADI TANDA,NON-DOMESTIC AND COMMERCIAL,2,436,363.0,245920,1885.16,564.0366972477065,0.8325688073394495,4.323761467889908,130.4504657429608,HIGH EFFICIENCY,-0.020734370577749073,-1,MEDIUM RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,GOPANPALLY,NON-DOMESTIC AND COMMERCIAL,2,230,196.0,75206,761.24,326.9826086956522,0.8521739130434782,3.3097391304347825,98.79407282854292,MEDIUM EFFICIENCY,0.15230531976446238,1,LOW RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,"GOVT,SERVICES",NON-DOMESTIC AND COMMERCIAL,2,26,6.0,6376,60.7,245.23076923076923,0.2307692307692307,2.3346153846153848,105.04118616144974,HIGH EFFICIENCY,0.13471981313894188,1,LOW RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,GULMOHAR & DUBE COLONY,NON-DOMESTIC AND COMMERCIAL,2,108,91.0,19649,278.0,181.9351851851852,0.8425925925925926,2.574074074074074,70.67985611510791,MEDIUM EFFICIENCY,0.23705506300034812,1,LOW RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,GULMOUR DOUBLE BED ROOM HOUSES,NON-DOMESTIC AND COMMERCIAL,2,20,20.0,6602,68.0,330.1,1.0,3.4,97.08823529411764,MEDIUM EFFICIENCY,0.23993348167210443,1,LOW RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,HV G.L.THANDA,NON-DOMESTIC AND COMMERCIAL,2,32,22.0,63389,842.0,1980.90625,0.6875,26.3125,75.28384798099762,MEDIUM EFFICIENCY,0.039390320063833695,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,MADDUR,NON-DOMESTIC AND COMMERCIAL,2,44,40.0,12623,175.48,286.8863636363636,0.9090909090909092,3.988181818181818,71.93412354684295,MEDIUM EFFICIENCY,0.24145732740522258,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,MAL REDDY GUDA,NON-DOMESTIC AND COMMERCIAL,2,18,18.0,1577,26.0,87.61111111111111,1.0,1.4444444444444444,60.65384615384615,MEDIUM EFFICIENCY,0.26061582896768026,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,MANMARY,NON-DOMESTIC AND COMMERCIAL,2,14,12.0,7057,48.24,504.07142857142856,0.8571428571428571,3.4457142857142857,146.28938640132668,HIGH EFFICIENCY,0.19320112024030134,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,MARYAPOOR,NON-DOMESTIC AND COMMERCIAL,2,2,1.0,174,2.5,87.0,0.5,1.25,69.6,MEDIUM EFFICIENCY,0.1902445573066226,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,MEERAPOOR,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,34,1.0,34.0,1.0,1.0,34.0,LOW EFFICIENCY,0.2465623525284802,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,MUDDAM GUDA,NON-DOMESTIC AND COMMERCIAL,2,8,8.0,213,9.42,26.625,1.0,1.1775,22.611464968152863,LOW EFFICIENCY,0.25158310043191834,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,AMDA POOR,NON-DOMESTIC AND COMMERCIAL,2,128,119.0,31362,498.44,245.015625,0.9296875,3.8940625,62.920311371479016,MEDIUM EFFICIENCY,0.20691309211515668,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,AZIZ NAGAR,NON-DOMESTIC AND COMMERCIAL,2,378,336.0,228097,3282.19,603.4312169312169,0.8888888888888888,8.683042328042328,69.49536742236128,MEDIUM EFFICIENCY,-0.012500800794331357,-1,MEDIUM RISK
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,AZIZ NAGAR-I,NON-DOMESTIC AND COMMERCIAL,2,141,137.0,18742,248.4,132.92198581560282,0.9716312056737588,1.7617021276595746,75.45088566827697,MEDIUM EFFICIENCY,0.23166117286566024,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,BAKARAM,NON-DOMESTIC AND COMMERCIAL,2,127,115.0,23858,486.44,187.85826771653544,0.905511811023622,3.830236220472441,49.04613107474714,LOW EFFICIENCY,0.21565030839311689,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,CHAKLI GUDA,NON-DOMESTIC AND COMMERCIAL,2,54,53.0,21792,374.0,403.55555555555554,0.9814814814814816,6.925925925925926,58.26737967914438,MEDIUM EFFICIENCY,0.19530098363603166,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,ETHBAR PALLY,NON-DOMESTIC AND COMMERCIAL,2,5,4.0,9556,124.0,1911.2,0.8,24.8,77.06451612903226,MEDIUM EFFICIENCY,0.09519135007060553,1,LOW RISK
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,NEW HAFEEZPET4,NON-DOMESTIC AND COMMERCIAL,2,85,85.0,22773,173.23,267.91764705882355,1.0,2.038,131.46106332621372,HIGH EFFICIENCY,0.20036762372549521,1,LOW RISK
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,RTC COLONY,NON-DOMESTIC AND COMMERCIAL,2,319,285.0,101982,1564.64,319.69278996865205,0.8934169278996865,4.904827586206897,65.1792105532263,MEDIUM EFFICIENCY,0.09672288618354563,1,LOW RISK
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,SAIKRUPA APPARTMENTS,NON-DOMESTIC AND COMMERCIAL,2,35,24.0,9260,120.0,264.57142857142856,0.6857142857142857,3.4285714285714284,77.16666666666667,MEDIUM EFFICIENCY,0.22453755148168014,1,LOW RISK
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,SAMATHA COOP HSG SOC,NON-DOMESTIC AND COMMERCIAL,2,257,246.0,58615,699.0,228.0739299610895,0.9571984435797666,2.719844357976654,83.8555078683834,MEDIUM EFFICIENCY,0.16698778584286322,1,LOW RISK
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,HAFEEZPET,ADITHYA NAGAR 1 TO 14 LEFT,NON-DOMESTIC AND COMMERCIAL,2,175,173.0,39145,342.64,223.68571428571428,0.9885714285714284,1.957942857142857,114.24527200560355,HIGH EFFICIENCY,0.1749798507908693,1,LOW RISK
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,HAFEEZPET,ADITHYA NAGAR HV,NON-DOMESTIC AND COMMERCIAL,2,129,49.0,172400,1853.13,1336.4341085271317,0.3798449612403101,14.365348837209304,93.03178945891544,MEDIUM EFFICIENCY,-0.018576767397624594,-1,MEDIUM RISK
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,HAFEEZPET,"ADITHYA NAGAR,1 TO 12 RIGHT",NON-DOMESTIC AND COMMERCIAL,2,246,219.0,44391,395.48,180.4512195121951,0.8902439024390244,1.6076422764227642,112.24587842621624,HIGH EFFICIENCY,0.16179171169712692,1,LOW RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,HV GOPANPALLY,NON-DOMESTIC AND COMMERCIAL,2,63,53.0,143253,1816.0,2273.8571428571427,0.8412698412698413,28.825396825396822,78.88381057268722,MEDIUM EFFICIENCY,-0.0035960673630859308,-1,MEDIUM RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,KANCHI GACHIBOWLI,NON-DOMESTIC AND COMMERCIAL,2,229,225.0,109205,1177.0,476.87772925764193,0.982532751091703,5.139737991266376,92.78249787595584,MEDIUM EFFICIENCY,0.09132230411983022,1,LOW RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,LAXMI VIHAR,NON-DOMESTIC AND COMMERCIAL,2,18,10.0,1743,71.5,96.83333333333331,0.5555555555555556,3.9722222222222223,24.377622377622377,LOW EFFICIENCY,0.20998645004048044,1,LOW RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,NALAGANDLA_HUDA SIDE,NON-DOMESTIC AND COMMERCIAL,2,383,350.0,155652,2006.0,406.402088772846,0.9138381201044388,5.237597911227154,77.59322033898304,MEDIUM EFFICIENCY,0.04916900411085601,1,LOW RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,NALLAGADLA HV,NON-DOMESTIC AND COMMERCIAL,2,314,289.0,792382,8320.09,2523.5095541401274,0.9203821656050956,26.497101910828025,95.23719094384796,MEDIUM EFFICIENCY,-0.14542236696223443,-1,MEDIUM RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,NALLAGANDLA,NON-DOMESTIC AND COMMERCIAL,2,175,172.0,69019,912.0,394.3942857142857,0.9828571428571428,5.211428571428572,75.67872807017544,MEDIUM EFFICIENCY,0.13806117926907452,1,LOW RISK
CYBERCITY,GACHIBOWLI,GACHIBOWLI,NALLAGANDLA,NALLAGANDLA_VILLAGE,NON-DOMESTIC AND COMMERCIAL,2,157,116.0,45224,587.07,288.0509554140127,0.7388535031847133,3.739299363057325,77.03340317168309,MEDIUM EFFICIENCY,0.17415853455642172,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,MUKTAGUDA,NON-DOMESTIC AND COMMERCIAL,2,7,6.0,117,8.0,16.714285714285715,0.8571428571428571,1.1428571428571428,14.625,LOW EFFICIENCY,0.24888324578825777,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,NADAR KHAN PET,NON-DOMESTIC AND COMMERCIAL,2,23,20.0,10249,52.48,445.60869565217394,0.8695652173913043,2.2817391304347825,195.29344512195124,HIGH EFFICIENCY,0.16904681628217783,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,NAGAR KUNTA,NON-DOMESTIC AND COMMERCIAL,2,21,19.0,8031,69.13,382.4285714285714,0.9047619047619048,3.2919047619047617,116.17242875741356,HIGH EFFICIENCY,0.239029315449594,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,NAGARAO GUDA,NON-DOMESTIC AND COMMERCIAL,2,409,391.0,46479,932.66,113.64058679706602,0.9559902200488998,2.2803422982885087,49.83488087834795,LOW EFFICIENCY,0.12086528214414771,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,NAREDLA GUDA,NON-DOMESTIC AND COMMERCIAL,2,3,3.0,199,6.0,66.33333333333333,1.0,2.0,33.166666666666664,LOW EFFICIENCY,0.25326513636449244,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,PATEL GUDA,NON-DOMESTIC AND COMMERCIAL,2,3,3.0,29,7.0,9.666666666666666,1.0,2.333333333333333,4.142857142857143,LOW EFFICIENCY,0.23889866538466203,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,CHEVELLA,SHABAD,PEDDA SOLIPET,NON-DOMESTIC AND COMMERCIAL,2,8,5.0,770,37.24,96.25,0.625,4.655,20.676691729323306,LOW EFFICIENCY,0.21009037260909036,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,ETHBARPALLY,NON-DOMESTIC AND COMMERCIAL,2,134,130.0,39030,656.34,291.2686567164179,0.9701492537313432,4.898059701492538,59.466130359265016,MEDIUM EFFICIENCY,0.1777840061792526,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,HIMAYATH NAGAR,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,0,2.0,0.0,1.0,2.0,0.0,LOW EFFICIENCY,0.23391161913078656,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,KANCHIMAN GUDA,NON-DOMESTIC AND COMMERCIAL,2,7,3.0,506,19.6,72.28571428571429,0.4285714285714285,2.8000000000000003,25.816326530612244,LOW EFFICIENCY,0.18707155581381957,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,KANKAMAMIDI,NON-DOMESTIC AND COMMERCIAL,2,409,371.0,132136,2033.48,323.0709046454768,0.9070904645476772,4.971833740831296,64.98023093416212,MEDIUM EFFICIENCY,0.049095063362336044,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,KASIM BOWLI,NON-DOMESTIC AND COMMERCIAL,2,16,15.0,7408,42.48,463.0,0.9375,2.655,174.38794726930325,HIGH EFFICIENCY,0.18730384882824958,1,LOW RISK
CYBERCITY,IBRAHIMBAGH,MOKILA,MOINABAD,KETHI REDDY PALLY,NON-DOMESTIC AND COMMERCIAL,2,181,165.0,41894,995.67,231.4585635359116,0.9116022099447514,5.500939226519336,42.07618990227686,LOW EFFICIENCY,0.15025387486297365,1,LOW RISK
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,HAFEEZPET,AMBEDHKAR NAGAR,NON-DOMESTIC AND COMMERCIAL,2,395,306.0,90031,1011.57,227.92658227848105,0.7746835443037975,2.56093670886076,89.00125547416391,MEDIUM EFFICIENCY,0.09599489296154529,1,LOW RISK
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,HAFEEZPET,ENDECO BULIDERS & DEVELOPERS,NON-DOMESTIC AND COMMERCIAL,2,4,4.0,3040,16.0,760.0,1.0,4.0,190.0,HIGH EFFICIENCY,0.13994725762266552,1,LOW RISK
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,HAFEEZPET,HAFEEZPET VILLAGE,NON-DOMESTIC AND COMMERCIAL,2,99,70.0,32020,277.68,323.4343434343434,0.7070707070707071,2.8048484848484847,115.31259003169116,HIGH EFFICIENCY,0.181824433591306,1,LOW RISK
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,HAFEEZPET,HAFEEZPET WASHERMAN LAUNDRY,NON-DOMESTIC AND COMMERCIAL,2,27,27.0,2235,27.0,82.77777777777777,1.0,1.0,82.77777777777777,MEDIUM EFFICIENCY,0.251588330338855,1,LOW RISK
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,HAFEEZPET,HAFEEZPET YOUTH COLONY,NON-DOMESTIC AND COMMERCIAL,2,217,90.0,47264,415.2,217.80645161290323,0.4147465437788018,1.913364055299539,113.83429672447014,HIGH EFFICIENCY,0.08745848139296986,1,LOW RISK
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,HAFEEZPET,HANUMAN TEMPLE SCB NAGAR,NON-DOMESTIC AND COMMERCIAL,2,156,142.0,47111,356.19,301.9935897435897,0.9102564102564102,2.2832692307692306,132.26367949689774,HIGH EFFICIENCY,0.16861498870840003,1,LOW RISK
