circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load,units_per_service,service_utilization_ratio,avg_load_per_service,load_efficiency,efficiency_category,anomaly_score,anomaly,risk_category
VIKARABAD,VIKARABAD,PARGI,KULKACHALA,ALLAPUR,NON-DOMESTIC AND COMMERCIAL,2,9,9.0,832,12.3,92.44444444444444,1.0,1.3666666666666667,67.64227642276423,MEDIUM EFFICIENCY,0.25800401017741276,1,LOW RISK
VIKARABAD,VIKARABAD,PARGI,KULKACHALA,ANANTHA SAGAR,NON-DOMESTIC AND COMMERCIAL,2,4,4.0,272,7.0,68.0,1.0,1.75,38.85714285714285,LOW EFFICIENCY,0.2566371550247174,1,LOW RISK
VIKARABAD,VIKARABAD,PARGI,KULKACHALA,ANTHARAM,NON-DOMESTIC AND COMMERCIAL,2,30,24.0,8475,40.29,282.5,0.8,1.343,210.3499627699181,HIGH EFFICIENCY,0.16566060073100708,1,LOW RISK
VIKARABAD,TANDUR,KODANGAL,BOMRASPET,BAPALLY TANDA,NON-DOMESTIC AND COMMERCIAL,2,17,16.0,1281,23.5,75.3529411764706,0.9411764705882352,1.3823529411764706,54.51063829787234,MEDIUM EFFICIENCY,0.26351599912593326,1,LOW RISK
VIKARABAD,TANDUR,KODANGAL,KODANGAL,APPAIPALLY  (KOD),NON-DOMESTIC AND COMMERCIAL,2,23,21.0,921,31.1,40.04347826086956,0.9130434782608696,1.3521739130434782,29.614147909967844,LOW EFFICIENCY,0.2614274864961971,1,LOW RISK
VIKARABAD,TANDUR,KODANGAL,KODANGAL,APPAIPALLY (KOD),NON-DOMESTIC AND COMMERCIAL,2,1,0.0,0,5.0,0.0,0.0,5.0,0.0,LOW EFFICIENCY,0.10450946311197196,1,LOW RISK
VIKARABAD,TANDUR,KODANGAL,KODANGAL,BONAM TANDA,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,25,1.0,25.0,1.0,1.0,25.0,LOW EFFICIENCY,0.2452087545927209,1,LOW RISK
VIKARABAD,TANDUR,KODANGAL,KODANGAL,BOYAPALLY THANDA,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,126,1.0,126.0,1.0,1.0,126.0,HIGH EFFICIENCY,0.22064024060738724,1,LOW RISK
VIKARABAD,TANDUR,KODANGAL,KODANGAL,BULKHAPUR,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,331,2.0,165.5,1.0,1.0,165.5,HIGH EFFICIENCY,0.20008398360892882,1,LOW RISK
VIKARABAD,TANDUR,KODANGAL,KODANGAL,BURJUKHANPALLY,NON-DOMESTIC AND COMMERCIAL,2,1,0.0,0,1.0,0.0,0.0,1.0,0.0,LOW EFFICIENCY,0.11228144103928123,1,LOW RISK
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,RACHAKATTA TANDA,NON-DOMESTIC AND COMMERCIAL,2,1,0.0,0,1.0,0.0,0.0,1.0,0.0,LOW EFFICIENCY,0.11228144103928123,1,LOW RISK
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,REGONDI,NON-DOMESTIC AND COMMERCIAL,2,12,10.0,2885,28.24,240.41666666666663,0.8333333333333334,2.353333333333333,102.1600566572238,HIGH EFFICIENCY,0.2457979854500647,1,LOW RISK
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,RUDRARAM,NON-DOMESTIC AND COMMERCIAL,2,7,6.0,132,6.23,18.857142857142858,0.8571428571428571,0.89,21.18780096308186,LOW EFFICIENCY,0.25041089973063885,1,LOW RISK
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,RUKMA PUR,NON-DOMESTIC AND COMMERCIAL,2,6,4.0,2022,38.74,337.0,0.6666666666666666,6.456666666666667,52.19411461022199,MEDIUM EFFICIENCY,0.19990357017113003,1,LOW RISK
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,THATTE PALLY,NON-DOMESTIC AND COMMERCIAL,2,50,46.0,7980,66.74,159.6,0.92,1.3348,119.56847467785435,HIGH EFFICIENCY,0.24258252695468752,1,LOW RISK
VIKARABAD,TANDUR,TANDUR,YALAL,YALAL,NON-DOMESTIC AND COMMERCIAL,2,125,96.0,15480,197.91,123.84,0.768,1.58328,78.21737153251478,MEDIUM EFFICIENCY,0.2308635359376815,1,LOW RISK
VIKARABAD,TANDUR,TANDUR,YALAL,YENKE PALLY,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,1256,11.0,628.0,1.0,5.5,114.1818181818182,HIGH EFFICIENCY,0.19681802589714859,1,LOW RISK
VIKARABAD,VIKARABAD,PARGI,KULKACHALA,GORRIGADDA TANDA,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,0,1.25,0.0,1.0,0.625,0.0,LOW EFFICIENCY,0.22496536836620717,1,LOW RISK
VIKARABAD,VIKARABAD,PARGI,KULKACHALA,IPPAI PALLY,NON-DOMESTIC AND COMMERCIAL,2,31,23.0,3475,53.06,112.09677419354838,0.7419354838709677,1.7116129032258065,65.49189596683,MEDIUM EFFICIENCY,0.25546476441937666,1,LOW RISK
VIKARABAD,VIKARABAD,PARGI,KULKACHALA,K SAMUDRAM,NON-DOMESTIC AND COMMERCIAL,2,26,21.0,5016,57.2,192.92307692307693,0.8076923076923077,2.2,87.6923076923077,MEDIUM EFFICIENCY,0.2524521056729723,1,LOW RISK
VIKARABAD,VIKARABAD,PARGI,KULKACHALA,KAMANPALLY,NON-DOMESTIC AND COMMERCIAL,2,13,12.0,2538,29.67,195.23076923076923,0.9230769230769232,2.2823076923076924,85.54095045500505,MEDIUM EFFICIENCY,0.2555274987908909,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,BANTWARAM,NAGARAM,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,2,2.0,1.0,1.0,1.0,1.0,LOW EFFICIENCY,0.23157238086282755,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,BANTWARAM,NOORLAPUR,NON-DOMESTIC AND COMMERCIAL,2,2,1.0,39,6.0,19.5,0.5,3.0,6.5,LOW EFFICIENCY,0.18769099081196527,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,BANTWARAM,ROMPALLY,NON-DOMESTIC AND COMMERCIAL,2,25,23.0,3761,28.12,150.44,0.92,1.1248,133.74822190611664,HIGH EFFICIENCY,0.22683441097675955,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,BANTWARAM,SALBATHA PUR,NON-DOMESTIC AND COMMERCIAL,2,14,12.0,2660,20.52,190.0,0.8571428571428571,1.4657142857142855,129.62962962962962,HIGH EFFICIENCY,0.2314606322170038,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,BANTWARAM,SULTHANPUR,NON-DOMESTIC AND COMMERCIAL,2,5,5.0,301,7.0,60.2,1.0,1.4,43.0,LOW EFFICIENCY,0.2589253312935955,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,BANTWARAM,TURMAMIDI,NON-DOMESTIC AND COMMERCIAL,2,171,145.0,19532,223.11,114.22222222222224,0.847953216374269,1.3047368421052632,87.54426067858903,MEDIUM EFFICIENCY,0.21425336773430048,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,MOMINPET,DEVARAM PALLY,NON-DOMESTIC AND COMMERCIAL,2,26,20.0,4727,99.87,181.80769230769232,0.7692307692307693,3.8411538461538464,47.33153099028737,LOW EFFICIENCY,0.2421045061742917,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,MOMINPET,DURGAM CHERVU,NON-DOMESTIC AND COMMERCIAL,2,15,14.0,830,15.64,55.333333333333336,0.9333333333333332,1.0426666666666666,53.069053708439895,MEDIUM EFFICIENCY,0.25919961260787766,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,MOMINPET,ENKATALA,NON-DOMESTIC AND COMMERCIAL,2,95,86.0,13732,228.86,144.54736842105262,0.9052631578947368,2.409052631578948,60.001747793410814,MEDIUM EFFICIENCY,0.25050495857392435,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,MOMINPET,GOVINDA PUR,NON-DOMESTIC AND COMMERCIAL,2,10,9.0,727,14.24,72.7,0.9,1.424,51.05337078651685,MEDIUM EFFICIENCY,0.2628180098880306,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,MOMINPET,IZRA CHITTAM PALLY,NON-DOMESTIC AND COMMERCIAL,2,3,3.0,1256,17.0,418.6666666666667,1.0,5.666666666666667,73.88235294117646,MEDIUM EFFICIENCY,0.2175317077062443,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,MOMINPET,KASLA BAD,NON-DOMESTIC AND COMMERCIAL,2,8,6.0,1656,39.4,207.0,0.75,4.925,42.03045685279188,LOW EFFICIENCY,0.23462787472595314,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,EK MAMIDI,NON-DOMESTIC AND COMMERCIAL,2,50,45.0,9398,131.0,187.96,0.9,2.62,71.74045801526718,MEDIUM EFFICIENCY,0.25856394782781866,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,ETHIRAJ PALLY,NON-DOMESTIC AND COMMERCIAL,2,12,9.0,972,14.02,81.0,0.75,1.1683333333333332,69.32952924393723,MEDIUM EFFICIENCY,0.24855565105896194,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,GANGEDA,NON-DOMESTIC AND COMMERCIAL,2,33,31.0,4301,54.66,130.33333333333334,0.9393939393939394,1.6563636363636365,78.6864251738017,MEDIUM EFFICIENCY,0.26379347735244413,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,GUBBADI FATHEPUR,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,49,1.0,49.0,1.0,1.0,49.0,LOW EFFICIENCY,0.25129038672857335,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,GULLLA GUDA,NON-DOMESTIC AND COMMERCIAL,2,6,4.0,591,29.0,98.5,0.6666666666666666,4.833333333333333,20.379310344827587,LOW EFFICIENCY,0.22014209819804215,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,KADICHARLA,NON-DOMESTIC AND COMMERCIAL,2,5,4.0,1705,25.0,341.0,0.8,5.0,68.2,MEDIUM EFFICIENCY,0.2279061745937267,1,LOW RISK
VIKARABAD,VIKARABAD,PARGI,KULKACHALA,BANDA ELKA CHERLA,NON-DOMESTIC AND COMMERCIAL,2,64,58.0,9887,98.64,154.484375,0.90625,1.54125,100.23317112733172,HIGH EFFICIENCY,0.25199107095031154,1,LOW RISK
VIKARABAD,VIKARABAD,PARGI,KULKACHALA,BOM REDDY PALLY,NON-DOMESTIC AND COMMERCIAL,2,10,10.0,372,13.0,37.2,1.0,1.3,28.615384615384617,LOW EFFICIENCY,0.2557518205505609,1,LOW RISK
VIKARABAD,VIKARABAD,PARGI,KULKACHALA,CHAPALAGUDEM,NON-DOMESTIC AND COMMERCIAL,2,6,6.0,185,10.0,30.83333333333333,1.0,1.6666666666666667,18.5,LOW EFFICIENCY,0.251163247563754,1,LOW RISK
VIKARABAD,VIKARABAD,PARGI,KULKACHALA,CHELLA PUR,NON-DOMESTIC AND COMMERCIAL,2,13,10.0,840,17.34,64.61538461538461,0.7692307692307693,1.333846153846154,48.44290657439446,LOW EFFICIENCY,0.2560461756390362,1,LOW RISK
VIKARABAD,VIKARABAD,PARGI,KULKACHALA,CHERUMANDATI TANDA,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,0,2.0,0.0,1.0,2.0,0.0,LOW EFFICIENCY,0.23391161913078656,1,LOW RISK
VIKARABAD,VIKARABAD,PARGI,KULKACHALA,GHAN PUR,NON-DOMESTIC AND COMMERCIAL,2,16,12.0,541,20.05,33.8125,0.75,1.253125,26.98254364089776,LOW EFFICIENCY,0.25352902757679474,1,LOW RISK
VIKARABAD,TANDUR,KODANGAL,BOMRASPET,BOMRASPET,NON-DOMESTIC AND COMMERCIAL,2,190,167.0,20327,299.04,106.9842105263158,0.8789473684210526,1.5738947368421057,67.97418405564473,MEDIUM EFFICIENCY,0.22019457347667853,1,LOW RISK
VIKARABAD,TANDUR,KODANGAL,BOMRASPET,BOTLAWANI TANDA,NON-DOMESTIC AND COMMERCIAL,2,4,3.0,226,6.0,56.5,0.75,1.5,37.66666666666666,LOW EFFICIENCY,0.2519159119669617,1,LOW RISK
VIKARABAD,TANDUR,KODANGAL,BOMRASPET,BURNAPUR,NON-DOMESTIC AND COMMERCIAL,2,42,41.0,8025,80.16,191.07142857142856,0.9761904761904762,1.9085714285714288,100.1122754491018,HIGH EFFICIENCY,0.251382690132313,1,LOW RISK
VIKARABAD,TANDUR,KODANGAL,BOMRASPET,BURRI THANDA,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,246,2.0,246.0,1.0,2.0,123.0,HIGH EFFICIENCY,0.22529640918257088,1,LOW RISK
VIKARABAD,TANDUR,KODANGAL,BOMRASPET,DEEPLA NAIK TANDA,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,58,1.0,58.0,1.0,1.0,58.0,MEDIUM EFFICIENCY,0.248820319818589,1,LOW RISK
VIKARABAD,TANDUR,KODANGAL,KODANGAL,CHINNA NANDIGAM,NON-DOMESTIC AND COMMERCIAL,2,8,7.0,242,12.24,30.25,0.875,1.53,19.77124183006536,LOW EFFICIENCY,0.2553385816690483,1,LOW RISK
VIKARABAD,TANDUR,KODANGAL,KODANGAL,CHITLAPALLY,NON-DOMESTIC AND COMMERCIAL,2,33,27.0,11138,121.74,337.5151515151515,0.8181818181818182,3.689090909090909,91.49006078528012,MEDIUM EFFICIENCY,0.24191004005302447,1,LOW RISK
VIKARABAD,TANDUR,KODANGAL,KODANGAL,CHITLAPALLY TANDA,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,30,1.0,30.0,1.0,1.0,30.0,LOW EFFICIENCY,0.24612434994907334,1,LOW RISK
VIKARABAD,TANDUR,KODANGAL,KODANGAL,DHARMAPUR,NON-DOMESTIC AND COMMERCIAL,2,1,0.0,0,1.0,0.0,0.0,1.0,0.0,LOW EFFICIENCY,0.11228144103928123,1,LOW RISK
VIKARABAD,TANDUR,KODANGAL,KODANGAL,GUNDLA KUNTA,NON-DOMESTIC AND COMMERCIAL,2,1,0.0,0,2.0,0.0,0.0,2.0,0.0,LOW EFFICIENCY,0.11684496703314895,1,LOW RISK
VIKARABAD,TANDUR,KODANGAL,KODANGAL,HUSSAINPUR,NON-DOMESTIC AND COMMERCIAL,2,3,2.0,163,5.0,54.333333333333336,0.6666666666666666,1.6666666666666667,32.6,LOW EFFICIENCY,0.2357524959760151,1,LOW RISK
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,THATTEPALLY,NON-DOMESTIC AND COMMERCIAL,2,4,4.0,6997,49.0,1749.25,1.0,12.25,142.79591836734693,HIGH EFFICIENCY,0.10546505750775714,1,LOW RISK
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,TIMSAN PALLY,NON-DOMESTIC AND COMMERCIAL,2,3,3.0,645,4.0,215.0,1.0,1.3333333333333333,161.25,HIGH EFFICIENCY,0.20186931471266972,1,LOW RISK
VIKARABAD,TANDUR,TANDUR,PEDDEMUL,UMLANAIK TANDA,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,14,1.0,14.0,1.0,1.0,14.0,LOW EFFICIENCY,0.23863912923610447,1,LOW RISK
VIKARABAD,TANDUR,TANDUR,TANDUR,BASHEERMIYA TANDA,NON-DOMESTIC AND COMMERCIAL,2,6,5.0,141,8.0,23.5,0.8333333333333334,1.3333333333333333,17.625,LOW EFFICIENCY,0.25230142003971245,1,LOW RISK
VIKARABAD,TANDUR,TANDUR,TANDUR,CCI & MARIKAMBA COLONY,NON-DOMESTIC AND COMMERCIAL,2,246,203.0,15504,352.02,63.02439024390244,0.8252032520325203,1.4309756097560975,44.04295210499404,LOW EFFICIENCY,0.18580003102801346,1,LOW RISK
VIKARABAD,TANDUR,TANDUR,TANDUR,GOUTHAPUR-(M),NON-DOMESTIC AND COMMERCIAL,2,19,17.0,7022,219.89,369.578947368421,0.8947368421052632,11.57315789473684,31.934148892628134,LOW EFFICIENCY,0.1842688308845687,1,LOW RISK
VIKARABAD,TANDUR,TANDUR,TANDUR,HAMALI BASTHI & DEVI NAGAR,NON-DOMESTIC AND COMMERCIAL,2,285,258.0,27607,365.75,96.86666666666666,0.9052631578947368,1.2833333333333334,75.48051948051948,MEDIUM EFFICIENCY,0.1804134649340251,1,LOW RISK
VIKARABAD,TANDUR,TANDUR,TANDUR,INDIRAMMA COLONY,NON-DOMESTIC AND COMMERCIAL,2,27,20.0,4274,58.0,158.2962962962963,0.7407407407407407,2.1481481481481484,73.6896551724138,MEDIUM EFFICIENCY,0.24991816628541325,1,LOW RISK
VIKARABAD,VIKARABAD,PARGI,KULKACHALA,KULKACHERLA,NON-DOMESTIC AND COMMERCIAL,2,609,565.0,60757,1005.4,99.76518883415436,0.9277504105090312,1.650903119868637,60.43067435846429,MEDIUM EFFICIENCY,0.05595793193128684,1,LOW RISK
VIKARABAD,VIKARABAD,PARGI,KULKACHALA,MUJAHID PUR & TANDAS,NON-DOMESTIC AND COMMERCIAL,2,141,135.0,12477,236.54,88.48936170212765,0.9574468085106383,1.6775886524822694,52.747949606831824,MEDIUM EFFICIENCY,0.2309221578053965,1,LOW RISK
VIKARABAD,VIKARABAD,PARGI,KULKACHALA,NAGAMMAGADDA TANDA,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,205,3.0,102.5,1.0,1.5,68.33333333333333,MEDIUM EFFICIENCY,0.2526844774913798,1,LOW RISK
VIKARABAD,VIKARABAD,PARGI,KULKACHALA,PEERAN PALLY,NON-DOMESTIC AND COMMERCIAL,2,24,20.0,837,24.8,34.875,0.8333333333333334,1.0333333333333334,33.75,LOW EFFICIENCY,0.2559573762745601,1,LOW RISK
VIKARABAD,VIKARABAD,PARGI,KULKACHALA,PEERANPALLY TANDA,NON-DOMESTIC AND COMMERCIAL,2,3,3.0,288,5.0,96.0,1.0,1.6666666666666667,57.6,MEDIUM EFFICIENCY,0.25617627877503674,1,LOW RISK
VIKARABAD,VIKARABAD,PARGI,KULKACHALA,PUTTA PAHAD,NON-DOMESTIC AND COMMERCIAL,2,50,42.0,1613,57.68,32.26,0.84,1.1536,27.96463245492372,LOW EFFICIENCY,0.2501922089069495,1,LOW RISK
VIKARABAD,VIKARABAD,PARGI,KULKACHALA,RAM REDDY PALLY,NON-DOMESTIC AND COMMERCIAL,2,7,5.0,326,11.0,46.57142857142857,0.7142857142857143,1.5714285714285714,29.63636363636364,LOW EFFICIENCY,0.24583970107063863,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,BANTWARAM,YACHARAM,NON-DOMESTIC AND COMMERCIAL,2,6,6.0,160,5.24,26.666666666666668,1.0,0.8733333333333334,30.534351145038165,LOW EFFICIENCY,0.24970989227905016,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,DHARUR,ALLA PUR,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,101,6.0,50.5,1.0,3.0,16.833333333333332,LOW EFFICIENCY,0.24533540555986721,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,DHARUR,ALLI PUR,NON-DOMESTIC AND COMMERCIAL,2,13,12.0,3066,28.84,235.84615384615384,0.9230769230769232,2.2184615384615385,106.31067961165049,HIGH EFFICIENCY,0.24581766496878182,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,DHARUR,AM PALLY,NON-DOMESTIC AND COMMERCIAL,2,4,3.0,101,4.18,25.25,0.75,1.045,24.16267942583732,LOW EFFICIENCY,0.24703135209444677,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,DHARUR,ANTHARAM,NON-DOMESTIC AND COMMERCIAL,2,8,5.0,1431,30.48,178.875,0.625,3.81,46.94881889763779,LOW EFFICIENCY,0.22123711173072247,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,DHARUR,BAACHAARAM,NON-DOMESTIC AND COMMERCIAL,2,5,5.0,196,6.0,39.2,1.0,1.2,32.666666666666664,LOW EFFICIENCY,0.25291563336177564,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,MOMINPET,KYAASAARAM,NON-DOMESTIC AND COMMERCIAL,2,41,37.0,15064,139.72,367.4146341463415,0.902439024390244,3.4078048780487804,107.81563126252505,HIGH EFFICIENCY,0.2346619030992756,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,MOMINPET,MAKHTA THANDA,NON-DOMESTIC AND COMMERCIAL,2,2,2.0,187,7.0,93.5,1.0,3.5,26.714285714285715,LOW EFFICIENCY,0.24687640982280495,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,MOMINPET,MAL REDDY GUDA,NON-DOMESTIC AND COMMERCIAL,2,1,0.0,0,0.18,0.0,0.0,0.18,0.0,LOW EFFICIENCY,0.09939223939426489,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,MOMINPET,MEKA VANAM PALLY,NON-DOMESTIC AND COMMERCIAL,2,71,62.0,35578,293.84,501.09859154929575,0.8732394366197183,4.138591549295774,121.07949904710048,HIGH EFFICIENCY,0.17979472940668667,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,MOMINPET,MOMIN PET,NON-DOMESTIC AND COMMERCIAL,2,925,758.0,88834,1424.69,96.03675675675676,0.8194594594594594,1.5402054054054055,62.35321368157283,MEDIUM EFFICIENCY,-0.033532883708168204,-1,MEDIUM RISK
VIKARABAD,VIKARABAD,VIKARABAD,MOMINPET,MORANG PALLY,NON-DOMESTIC AND COMMERCIAL,2,44,41.0,10216,113.34,232.1818181818182,0.9318181818181818,2.575909090909091,90.13587436033174,MEDIUM EFFICIENCY,0.2540732393045392,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,KESHAV PALLY,NON-DOMESTIC AND COMMERCIAL,2,3,1.0,7,2.24,2.333333333333333,0.3333333333333333,0.7466666666666667,3.125,LOW EFFICIENCY,0.16290268837398075,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,KOZZA VANAM PALLY,NON-DOMESTIC AND COMMERCIAL,2,23,19.0,1177,40.42,51.17391304347826,0.8260869565217391,1.7573913043478262,29.11924789708065,LOW EFFICIENCY,0.26095130266024885,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,KUMMARI GUDA,NON-DOMESTIC AND COMMERCIAL,2,2,0.0,0,1.6,0.0,0.0,0.8,0.0,LOW EFFICIENCY,0.11000607319989364,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,LINGAM PALLY,NON-DOMESTIC AND COMMERCIAL,2,22,19.0,1041,19.84,47.31818181818182,0.8636363636363636,0.901818181818182,52.46975806451613,MEDIUM EFFICIENCY,0.2570917109039058,1,LOW RISK
VIKARABAD,VIKARABAD,VIKARABAD,VIKARABAD-RURAL,MAADHAARAM,NON-DOMESTIC AND COMMERCIAL,2,11,11.0,102,11.0,9.272727272727272,1.0,1.0,9.272727272727272,LOW EFFICIENCY,0.24144247021027881,1,LOW RISK
VIKARABAD,TANDUR,KODANGAL,BOMRASPET,DUPCHERLA,NON-DOMESTIC AND COMMERCIAL,2,6,6.0,187,8.0,31.166666666666668,1.0,1.3333333333333333,23.375,LOW EFFICIENCY,0.25575338900395256,1,LOW RISK
VIKARABAD,TANDUR,KODANGAL,BOMRASPET,ERUPMALLA,NON-DOMESTIC AND COMMERCIAL,2,24,18.0,6424,38.84,267.6666666666667,0.75,1.6183333333333334,165.3964984552008,HIGH EFFICIENCY,0.1975399787716271,1,LOW RISK
VIKARABAD,TANDUR,KODANGAL,BOMRASPET,GATTEGANI TANDA,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,424,1.0,424.0,1.0,1.0,424.0,HIGH EFFICIENCY,0.10848288846605253,1,LOW RISK
VIKARABAD,TANDUR,KODANGAL,BOMRASPET,JANKANPALLY,NON-DOMESTIC AND COMMERCIAL,2,3,3.0,2357,19.0,785.6666666666666,1.0,6.333333333333333,124.05263157894736,HIGH EFFICIENCY,0.17699686687951027,1,LOW RISK
VIKARABAD,TANDUR,KODANGAL,KODANGAL,INDANOOR,NON-DOMESTIC AND COMMERCIAL,2,12,10.0,488,12.4,40.66666666666666,0.8333333333333334,1.0333333333333334,39.354838709677416,LOW EFFICIENCY,0.2557476635111315,1,LOW RISK
VIKARABAD,TANDUR,KODANGAL,KODANGAL,KAJA HAMEEBPALI,NON-DOMESTIC AND COMMERCIAL,2,1,1.0,151,1.0,151.0,1.0,1.0,151.0,HIGH EFFICIENCY,0.20698355218153264,1,LOW RISK
VIKARABAD,TANDUR,KODANGAL,KODANGAL,KASTURIPALLY,NON-DOMESTIC AND COMMERCIAL,2,16,3.0,2245,16.94,140.3125,0.1875,1.05875,132.52656434474616,HIGH EFFICIENCY,0.12523021564526737,1,LOW RISK
VIKARABAD,TANDUR,KODANGAL,KODANGAL,KODANGAL,NON-DOMESTIC AND COMMERCIAL,2,496,268.0,75061,1064.98,151.3326612903226,0.5403225806451613,2.1471370967741934,70.4811357959774,MEDIUM EFFICIENCY,0.047749044346421354,1,LOW RISK
VIKARABAD,TANDUR,KODANGAL,KODANGAL,KODANGAL1,NON-DOMESTIC AND COMMERCIAL,2,174,160.0,21220,259.1,121.95402298850574,0.9195402298850576,1.489080459770115,81.89888074102663,MEDIUM EFFICIENCY,0.2199864161995469,1,LOW RISK
VIKARABAD,TANDUR,KODANGAL,KODANGAL,KODANGAL2,NON-DOMESTIC AND COMMERCIAL,2,275,260.0,33187,401.15,120.68,0.9454545454545454,1.4587272727272729,82.72965224978188,MEDIUM EFFICIENCY,0.18112544435394257,1,LOW RISK
VIKARABAD,TANDUR,TANDUR,TANDUR,INDRA NAGAR,NON-DOMESTIC AND COMMERCIAL,2,147,119.0,12916,210.38,87.8639455782313,0.8095238095238095,1.431156462585034,61.39366859967678,MEDIUM EFFICIENCY,0.2268424103349419,1,LOW RISK
VIKARABAD,TANDUR,TANDUR,TANDUR,MALREDDY PALLY,NON-DOMESTIC AND COMMERCIAL,2,27,22.0,1678,58.8,62.14814814814815,0.8148148148148148,2.1777777777777776,28.5374149659864,LOW EFFICIENCY,0.2587356683862797,1,LOW RISK
VIKARABAD,TANDUR,TANDUR,TANDUR,NTR COLONY,NON-DOMESTIC AND COMMERCIAL,2,378,308.0,31050,575.57,82.14285714285714,0.8148148148148148,1.5226719576719578,53.9465225776187,MEDIUM EFFICIENCY,0.14766814295335856,1,LOW RISK
VIKARABAD,TANDUR,TANDUR,TANDUR,OLD TANDUR,NON-DOMESTIC AND COMMERCIAL,2,271,212.0,42893,720.21,158.27675276752768,0.7822878228782287,2.65760147601476,59.55624054095333,MEDIUM EFFICIENCY,0.17386476472424256,1,LOW RISK
VIKARABAD,TANDUR,TANDUR,TANDUR,OLD TANDUR 3,NON-DOMESTIC AND COMMERCIAL,2,322,311.0,29416,568.16,91.35403726708074,0.9658385093167702,1.7644720496894408,51.77414812728809,MEDIUM EFFICIENCY,0.15923687154120442,1,LOW RISK
VIKARABAD,TANDUR,TANDUR,TANDUR,OLD TANDUR2,NON-DOMESTIC AND COMMERCIAL,2,131,128.0,7466,135.27,56.99236641221374,0.9770992366412212,1.0325954198473284,55.19331706956457,MEDIUM EFFICIENCY,0.21951315072373712,1,LOW RISK
